URL,Name,Year,Time,Rating,Genre,Director,Stars
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",The Matrix Revolutions,2003,129 min,R,"Action, Sci-Fi",Lana Wachowski,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Teenage Mutant Ninja Turtles,1990,93 min,PG,"Action, Adventure, Comedy",Steve Barron,"Judith Hoag,Elias Koteas,Josh Pais,David Forman"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Balkanskiy rubezh,2019,141 min,,"Action, War",Andrey Volgin,"Emir Kusturica,Milos Bikovic,Milena Radulovic,Ravshana Kurkova"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Superman Returns,2006,154 min,PG-13,"Action, Adventure, Sci-Fi",Bryan Singer,"Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",The Fast and the Furious: Tokyo Drift,2006,104 min,PG-13,"Action, Crime, Thriller",Justin Lin,"Lucas Black,Zachery Ty Bryan,Shad Moss,Damien Marzette"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",The Other Guys,2010,107 min,PG-13,"Action, Comedy, Crime",Adam McKay,"Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Hitman,2007,100 min,R,"Action, Crime, Drama",Xavier Gens,"Timothy Olyphant,Dougray Scott,Olga Kurylenko,Robert Knepper"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Kubo and the Two Strings,2016,101 min,PG,"Animation, Action, Adventure",Travis Knight,"Charlize Theron,Art Parkinson,Matthew McConaughey,Ralph Fiennes"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Spy Kids 3-D: Game Over,2003,84 min,PG,"Action, Adventure, Comedy",Robert Rodriguez,"Daryl Sabara,Alexa PenaVega,Antonio Banderas,Carla Gugino"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Noah,2014,138 min,PG-13,"Action, Adventure, Drama",Darren Aronofsky,"Russell Crowe,Jennifer Connelly,Anthony Hopkins,Emma Watson"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Dredd,2012,95 min,R,"Action, Crime, Sci-Fi",Pete Travis,"Karl Urban,Olivia Thirlby,Lena Headey,Rachel Wood"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Beowulf,2007,115 min,PG-13,"Animation, Action, Adventure",Robert Zemeckis,"Ray Winstone,Crispin Glover,Angelina Jolie,Robin Wright"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",True Lies,1994,141 min,R,"Action, Comedy, Thriller",James Cameron,"Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Bill Paxton"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Gangster Squad,2013,113 min,R,"Action, Crime, Drama",Ruben Fleischer,"Sean Penn,Ryan Gosling,Emma Stone,Giovanni Ribisi"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",The Night Comes for Us,2018,121 min,,"Action, Thriller",Timo Tjahjanto,"Iko Uwais,Julie Estelle,Joe Taslim,Zack Lee"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Blade,1998,120 min,R,"Action, Horror, Sci-Fi",Stephen Norrington,"Wesley Snipes,Stephen Dorff,Kris Kristofferson,N'Bushe Wright"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Taken,2008,94 min,PG-13,"Action, Thriller",Pierre Morel,"Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Extinction,2018,95 min,TV-MA,"Action, Drama, Sci-Fi",Ben Young,"Michael Peña,Lizzy Caplan,Amelia Crouch,Erica Tremblay"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",Mechanic: Resurrection,2016,98 min,R,"Action, Adventure, Thriller",Dennis Gansel,"Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",First Blood,1982,93 min,R,"Action, Adventure",Ted Kotcheff,"Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=351&ref_=adv_nxt",John Carter,2012,132 min,PG-13,"Action, Adventure, Sci-Fi",Andrew Stanton,"Taylor Kitsch,Lynn Collins,Willem Dafoe,Samantha Morton"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Pain & Gain,2013,129 min,R,"Action, Comedy, Crime",Michael Bay,"Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Walking Tall,2004,86 min,PG-13,"Action, Crime",Kevin Bray,"Dwayne Johnson,Ashley Scott,Johnny Knoxville,Michael Bowen"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The Last Samurai,2003,154 min,R,"Action, Drama, War",Edward Zwick,"Tom Cruise,Ken Watanabe,Billy Connolly,William Atherton"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",X2: X-Men United,2003,134 min,PG-13,"Action, Adventure, Sci-Fi",Bryan Singer,"Patrick Stewart,Hugh Jackman,Halle Berry,Ian McKellen"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Cell,2016,98 min,R,"Action, Drama, Horror",Tod Williams,"John Cusack,Samuel L. Jackson,Isabelle Fuhrman,Clark Sarullo"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Terminator Salvation,2009,115 min,PG-13,"Action, Adventure, Sci-Fi",McG,"Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Alexander,2004,175 min,R,"Action, Adventure, Biography",Oliver Stone,"Colin Farrell,Anthony Hopkins,Rosario Dawson,Angelina Jolie"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Dr. No,1962,110 min,PG,"Action, Adventure, Thriller",Terence Young,"Sean Connery,Ursula Andress,Bernard Lee,Joseph Wiseman"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Breaking In,2018,88 min,PG-13,"Action, Crime, Drama",James McTeigue,"Gabrielle Union,Billy Burke,Richard Cabral,Ajiona Alexus"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Star Wars: Episode III - Revenge of the Sith,2005,140 min,PG-13,"Action, Adventure, Fantasy",George Lucas,"Hayden Christensen,Natalie Portman,Ewan McGregor,Samuel L. Jackson"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The Purge: Election Year,2016,108 min,R,"Action, Horror, Sci-Fi",James DeMonaco,"Frank Grillo,Elizabeth Mitchell,Mykelti Williamson,Joseph Julian Soria"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Resident Evil,2002,100 min,R,"Action, Horror, Sci-Fi",Paul W.S. Anderson,"Milla Jovovich,Michelle Rodriguez,Ryan McCluskey,Oscar Pearce"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Jonah Hex,2010,81 min,PG-13,"Action, Drama, Fantasy",Jimmy Hayward,"Josh Brolin,Megan Fox,John Malkovich,Michael Fassbender"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Revenge,2017,108 min,R,"Action, Horror, Thriller",Coralie Fargeat,"Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Indiana Jones and the Temple of Doom,1984,118 min,PG,"Action, Adventure",Steven Spielberg,"Harrison Ford,Kate Capshaw,Jonathan Ke Quan,Amrish Puri"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Transcendence,2014,119 min,PG-13,"Action, Drama, Sci-Fi",Wally Pfister,"Johnny Depp,Rebecca Hall,Morgan Freeman,Cillian Murphy"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Masters of the Universe,1987,106 min,PG,"Action, Adventure, Fantasy",Gary Goddard,"Dolph Lundgren,Frank Langella,Meg Foster,Billy Barty"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The World's End,2013,109 min,R,"Action, Comedy, Sci-Fi",Edgar Wright,"Simon Pegg,Nick Frost,Martin Freeman,Rosamund Pike"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Total Recall,2012,118 min,PG-13,"Action, Adventure, Mystery",Len Wiseman,"Colin Farrell,Bokeem Woodbine,Bryan Cranston,Kate Beckinsale"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Braven,2018,94 min,R,"Action, Drama",Lin Oeding,"Jason Momoa,Garret Dillahunt,Jill Wagner,Stephen Lang"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Army of the Dead,,,,"Action, Horror, Sci-Fi",Zack Snyder,
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Star Wars: Episode VI - Return of the Jedi,1983,131 min,PG,"Action, Adventure, Fantasy",Richard Marquand,"Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Hercules,2014,98 min,PG-13,"Action, Adventure, Fantasy",Brett Ratner,"Dwayne Johnson,John Hurt,Ian McShane,Joseph Fiennes"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",2012,2009,158 min,PG-13,"Action, Adventure, Sci-Fi",Roland Emmerich,"John Cusack,Thandie Newton,Chiwetel Ejiofor,Amanda Peet"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Allied,2016,124 min,R,"Action, Drama, Romance",Robert Zemeckis,"Brad Pitt,Marion Cotillard,Jared Harris,Vincent Ebrahim"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Jungle,2017,115 min,R,"Action, Adventure, Biography",Greg McLean,"Daniel Radcliffe,Yasmin Kassim,Luis Jose Lopez,Lily Sullivan"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",22 Jump Street,2014,112 min,R,"Action, Comedy, Crime",Phil Lord,"Channing Tatum,Jonah Hill,Ice Cube,Nick Offerman"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Free State of Jones,2016,139 min,R,"Action, Biography, Drama",Gary Ross,"Matthew McConaughey,Gugu Mbatha-Raw,Mahershala Ali,Keri Russell"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The Last Witch Hunter,2015,106 min,PG-13,"Action, Adventure, Fantasy",Breck Eisner,"Vin Diesel,Rose Leslie,Elijah Wood,Ólafur Darri Ólafsson"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The A-Team,2010,117 min,PG-13,"Action, Adventure, Comedy",Joe Carnahan,"Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Terminator 3: Rise of the Machines,2003,109 min,R,"Action, Sci-Fi",Jonathan Mostow,"Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,Claire Danes"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Daredevil,2003,103 min,PG-13,"Action, Adventure, Crime",Mark Steven Johnson,"Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Men in Black 3,2012,106 min,PG-13,"Action, Adventure, Comedy",Barry Sonnenfeld,"Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Pacific Rim,2013,131 min,PG-13,"Action, Adventure, Sci-Fi",Guillermo del Toro,"Idris Elba,Charlie Hunnam,Rinko Kikuchi,Charlie Day"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Backdraft,1991,137 min,R,"Action, Crime, Drama",Ron Howard,"Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The Count of Monte Cristo,2002,131 min,PG-13,"Action, Adventure, Drama",Kevin Reynolds,"Jim Caviezel,Guy Pearce,Richard Harris,James Frain"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Acts of Violence,2018,86 min,R,"Action, Crime",Brett Donowho,"Bruce Willis,Cole Hauser,Shawn Ashmore,Ashton Holmes"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Mission: Impossible III,2006,126 min,PG-13,"Action, Adventure, Thriller",J.J. Abrams,"Tom Cruise,Michelle Monaghan,Ving Rhames,Philip Seymour Hoffman"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Deepwater Horizon,2016,107 min,PG-13,"Action, Drama, History",Peter Berg,"Mark Wahlberg,Kurt Russell,Douglas M. Griffin,James DuMont"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Charlie's Angels,2000,98 min,PG-13,"Action, Adventure, Comedy",McG,"Cameron Diaz,Drew Barrymore,Lucy Liu,Bill Murray"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The Warriors,1979,92 min,R,"Action, Crime, Thriller",Walter Hill,"Michael Beck,James Remar,Dorsey Wright,Brian Tyler"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The Fugitive,1993,130 min,PG-13,"Action, Crime, Drama",Andrew Davis,"Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",The Expendables 4,,,,"Action, Adventure, Thriller",,
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Source Code,2011,93 min,PG-13,"Action, Drama, Sci-Fi",Duncan Jones,"Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",G.I. Joe: The Rise of Cobra,2009,118 min,PG-13,"Action, Adventure, Sci-Fi",Stephen Sommers,"Dennis Quaid,Channing Tatum,Marlon Wayans,Adewale Akinnuoye-Agbaje"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",It's a Mad Mad Mad Mad World,1963,205 min,G,"Action, Adventure, Comedy",Stanley Kramer,"Spencer Tracy,Milton Berle,Ethel Merman,Mickey Rooney"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Battleship,2012,131 min,PG-13,"Action, Adventure, Sci-Fi",Peter Berg,"Alexander Skarsgård,Brooklyn Decker,Liam Neeson,Rihanna"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Speed,1994,116 min,R,"Action, Adventure, Crime",Jan de Bont,"Keanu Reeves,Dennis Hopper,Sandra Bullock,Joe Morton"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",Riddick,2013,119 min,R,"Action, Adventure, Sci-Fi",David Twohy,"Vin Diesel,Karl Urban,Katee Sackhoff,Jordi Mollà"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=401&ref_=adv_nxt",xXx: Return of Xander Cage,2017,107 min,PG-13,"Action, Adventure, Thriller",D.J. Caruso,"Vin Diesel,Donnie Yen,Deepika Padukone,Kris Wu"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Star Wars: Episode II - Attack of the Clones,2002,142 min,PG,"Action, Adventure, Fantasy",George Lucas,"Hayden Christensen,Natalie Portman,Ewan McGregor,Christopher Lee"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",The Road Warrior,1981,94 min,R,"Action, Adventure, Sci-Fi",George Miller,"Mel Gibson,Bruce Spence,Michael Preston,Max Phipps"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",The Spiderwick Chronicles,2008,96 min,PG,"Action, Adventure, Drama",Mark Waters,"Freddie Highmore,Sarah Bolger,David Strathairn,Mary-Louise Parker"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",In the Heart of the Sea,2015,122 min,PG-13,"Action, Adventure, Biography",Ron Howard,"Chris Hemsworth,Cillian Murphy,Brendan Gleeson,Ben Whishaw"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",General Commander,2019,,R,Action,Ross W. Clarkson,"Steven Seagal,Ron Smoorenburg,Sonia Couling,Byron Gibson"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Rise of the Guardians,2012,97 min,PG,"Animation, Action, Adventure",Peter Ramsey,"Hugh Jackman,Alec Baldwin,Isla Fisher,Chris Pine"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Fantastic Four,2005,106 min,PG-13,"Action, Adventure, Fantasy",Tim Story,"Ioan Gruffudd,Michael Chiklis,Chris Evans,Jessica Alba"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Rush Hour,1998,98 min,PG-13,"Action, Comedy, Crime",Brett Ratner,"Jackie Chan,Chris Tucker,Ken Leung,Tom Wilkinson"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",They Live,1988,94 min,R,"Action, Horror, Sci-Fi",John Carpenter,"Roddy Piper,Keith David,Meg Foster,George 'Buck' Flower"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Fast & Furious,2009,107 min,PG-13,"Action, Crime, Thriller",Justin Lin,"Vin Diesel,Paul Walker,Michelle Rodriguez,Jordana Brewster"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Galveston,2018,91 min,Not Rated,"Action, Crime, Drama",Mélanie Laurent,"Ben Foster,Jeffrey Grover,Christopher Amitrano,Mark Hicks"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",The Mummy: Tomb of the Dragon Emperor,2008,112 min,PG-13,"Action, Adventure, Fantasy",Rob Cohen,"Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",The League of Extraordinary Gentlemen,2003,110 min,PG-13,"Action, Adventure, Fantasy",Stephen Norrington,"Sean Connery,Stuart Townsend,Peta Wilson,Jason Flemyng"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",The Darkest Minds,2018,104 min,PG-13,"Action, Adventure, Drama",Jennifer Yuh Nelson,"Amandla Stenberg,Mandy Moore,Bradley Whitford,Harris Dickinson"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Diamonds Are Forever,1971,120 min,GP,"Action, Adventure, Thriller",Guy Hamilton,"Sean Connery,Jill St. John,Charles Gray,Lana Wood"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Journey 2: The Mysterious Island,2012,94 min,PG,"Action, Adventure, Comedy",Brad Peyton,"Josh Hutcherson,Dwayne Johnson,Michael Caine,Luis Guzmán"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112 min,PG-13,"Action, Adventure, Comedy",Dave Green,"Megan Fox,Will Arnett,Tyler Perry,Laura Linney"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",The Gentlemen,2020,,,"Action, Crime",Guy Ritchie,"Matthew McConaughey,Charlie Hunnam,Michelle Dockery,Jeremy Strong"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Immortals,2011,110 min,R,"Action, Drama, Fantasy",Tarsem Singh,"Henry Cavill,Mickey Rourke,John Hurt,Stephen Dorff"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Dracula Untold,2014,92 min,PG-13,"Action, Drama, Fantasy",Gary Shore,"Luke Evans,Dominic Cooper,Sarah Gadon,Art Parkinson"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",The Wolverine,2013,126 min,PG-13,"Action, Adventure, Sci-Fi",James Mangold,"Hugh Jackman,Will Yun Lee,Tao Okamoto,Rila Fukushima"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Morbius,2020,,,"Action, Adventure, Drama",Daniel Espinosa,"Adria Arjona,Jared Leto,Matt Smith,Jared Harris"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Oldboy,2013,104 min,R,"Action, Drama, Mystery",Spike Lee,"Josh Brolin,Elizabeth Olsen,Samuel L. Jackson,Sharlto Copley"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Big Trouble in Little China,1986,99 min,PG-13,"Action, Adventure, Comedy",John Carpenter,"Kurt Russell,Kim Cattrall,Dennis Dun,James Hong"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Robin Hood,2010,140 min,PG-13,"Action, Adventure, Drama",Ridley Scott,"Russell Crowe,Cate Blanchett,Matthew Macfadyen,Max von Sydow"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Resident Evil: The Final Chapter,2016,107 min,R,"Action, Horror, Sci-Fi",Paul W.S. Anderson,"Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Insurgent,2015,119 min,PG-13,"Action, Adventure, Sci-Fi",Robert Schwentke,"Shailene Woodley,Ansel Elgort,Theo James,Kate Winslet"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Mine,2016,106 min,Not Rated,"Action, Thriller, War",Fabio Guaglione,"Armie Hammer,Annabelle Wallis,Tom Cullen,Clint Dyer"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Venom 2,2020,,,"Action, Horror, Sci-Fi",,
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Godzilla,1998,139 min,PG-13,"Action, Sci-Fi, Thriller",Roland Emmerich,"Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",No Surrender,2018,114 min,,"Action, Crime, History",Peter Mimi,"Amir Karara,Ghadah Abdulrazeq,Ahmed el-Sakka,Scott Adkins"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Chappie,2015,120 min,R,"Action, Crime, Drama",Neill Blomkamp,"Sharlto Copley,Dev Patel,Hugh Jackman,Sigourney Weaver"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Spy,2015,119 min,R,"Action, Comedy, Crime",Paul Feig,"Melissa McCarthy,Rose Byrne,Jude Law,Jason Statham"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Trading Paint,2019,87 min,R,"Action, Drama, Sport",Karzan Kader,"Rosabell Laurenti Sellers,John Travolta,Michael Madsen,Barry Corbin"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",The Rock,1996,136 min,R,"Action, Adventure, Thriller",Michael Bay,"Sean Connery,Nicolas Cage,Ed Harris,John Spencer"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",From Russia with Love,1963,115 min,PG,"Action, Adventure, Thriller",Terence Young,"Sean Connery,Robert Shaw,Lotte Lenya,Daniela Bianchi"
"https://www.imdb.com/search/title?title_type=feature,tv_movie&genres=action&languages=en&start=451&ref_=adv_nxt",Three Kings,1999,114 min,R,"Action, Adventure, Comedy",David O. Russell,"George Clooney,Mark Wahlberg,Ice Cube,Spike Jonze"
