URL,Name,Stars,Year,Time,Rating,Genre,Director
https://www.rottentomatoes.com/m/major_dundee,major dundee,"Charlton Heston,Michael Anderson Jr.,Jim Hutton,James Coburn,Senta Berger,Mario Adorf,Brock Peters,Warren Oates,Ben Johnson,R.G. Armstrong,L.Q. Jones,Slim Pickens,Karl Swenson,Michael Pate,John Davis Chandler,Dub Taylor,Albert Carrier,Jose Carlos Ruiz,Aurora Clavel,Begoña Palacios,Enrique Lucero,Francisco Reyguera","Apr 7, 1965",122 minutes,PG-13 (for violence and some sensuality.),"Action & Adventure,Classics,Drama,Western",Sam Peckinpah
https://www.rottentomatoes.com/m/gumball_rally,gumball rally,"Michael Sarrazin,Norman Burton,Gary Busey,Susan Flannery,John Durren,Harvey Jason,Steven Keats,Tim McIntire,Joanne Nail,J. Pat O&#39;Malley,Tricia O&#39;Neil,Lázaro Pérez,Nicholas Pryor,Vaughan Taylor,Wally Taylor,Raul Julia,Med Flory,Colleen Camp,Rod Colbin,David Hinton,Ken Scott,Joe Tornatore,Edward Ansara,Chuck Courtney,Lou David,Wes Dawn,Eddy Donno,Ann Doran,John Furlong,Whitey Hughes,Gray Johnson,John Lawlor,Gary Littlejohn,John Morton,Jack Oliver,Larry Silvestri,Casey Kasem","Jul 28, 1976",105 minutes,PG,"Action & Adventure,Comedy",Chuck Bail
https://www.rottentomatoes.com/m/corvette_summer,corvette summer,"Mark Hamill,Annie Potts,Eugene Roche,Kim Milford,Richard McKenzie,William Bryant,Philip Bruns,Danny Bonaduce,Jane A. Johnston,Albert Insinnia,Stanley Kamel,Jason Ronard,Brion James,Isaac Ruiz Jr.,Dick Miller","Jan 1, 1978",105 minutes,PG,"Action & Adventure,Comedy,Drama",Matthew Robbins
https://www.rottentomatoes.com/m/kung_fu_hustle,kung fu hustle,"Stephen Chow,Wah Yuen,Shengyi Huang,Chan Kwok Kwan,Leung Siu Lung,Dong Zhi Hua,Chiu Chi Ling,Xing Yu,Lam Tze Chung,Feng Xiaogang,Suet Lam,Kai Man Tin,Jia Kang Xi,Fung Hark On,Qiu Yuen","Apr 8, 2005",95 minutes,R (for sequences of strong stylized action and violence),"Action & Adventure,Art House & International,Comedy,Drama,Romance",Stephen Chow
https://www.rottentomatoes.com/m/ongbak,ongbak,"Tony Jaa,Petchthai Wongkamlao,Petchtai Wongkamlao,Pumwaree Yodkamol,Rungrawee Borrijindakul,Chetwut Wacharakun,Wannakit Sirioput,Sukhaaw Phongwilai,Chatthapong Pantanaunkul,Pornpimol Chookanthong,Chumphorn Thepphithak,Sukanya Kongkawong,Bunsri Yindee,Woranard Tantipidok,Sawang Rodnuch,Sutin Rodnuch,Udom Chouncheun,Arirat Ratanakaitkosol,Woravit Tangchitsirikul,Chalongsak Sirimahasan,Nudhapol Asavabhakhin,Somjai Gunmoontree,Somchai Moonma,Taworn Tonapan,Dan Chupong,Chaiporn Gunmoontree,Don Ferguson,David Ismalone,Hans Eric,Paul Gaius,Nick Kara","Feb 11, 2005",105 minutes,"R (for sequences of strong violence, language, some drug use and sexuality)","Action & Adventure,Art House & International,Drama",Prachya Pinkaew
https://www.rottentomatoes.com/m/constantine,constantine,"Keanu Reeves,Rachel Weisz,Shia LaBeouf,Djimon Hounsou,Max Baker,Pruitt Taylor Vince,Gavin Rossdale,Tilda Swinton,Peter Stormare,Jesse Ramirez,José Zúñiga,Francis Guinan,Larry Cedar,April Grace,Michelle Monaghan,Johanna Trias,Suzanne Whang,Jhoanna Trias,Alice Lo,Nicolas Downs,Nicholas Downs,Tanoai Reed,Quinn Buniel,Ann Ryerson,Stephanie Fabian,Connor Dylan Wryn,Laz Alonso,Jeremy Ray Valdez,Jose Molina,Barbara Pilavin,C.W. Pyun,Sharon Omi,Edward J. Rosen,John Gipson,Roberto Kawata,Brian Tyler","Feb 18, 2005",120 minutes,R (for violence and demonic images),"Action & Adventure,Horror,Mystery & Suspense,Science Fiction & Fantasy",Francis Lawrence
https://www.rottentomatoes.com/m/blues_brothers,blues brothers,"John Belushi,Dan Aykroyd,James Brown (II),Cab Calloway,Carrie Fisher,Ray Charles,Aretha Franklin,Henry Gibson,John Candy,Murphy Dunne,Steve Cropper,Donald &quot;Duck&quot; Dunn,Willie Hall,Tom Malone,Lou Marini,Matt Murphy,Frank Oz,Kathleen Freeman,Armand Cerani,Steven Williams,Charles Napier,Steve Lawrence,Twiggy,Steven Spielberg","Jun 20, 1980",133 minutes,R (adult situations/language),"Action & Adventure,Comedy",John Landis
https://www.rottentomatoes.com/m/cypher,cypher,"Jeremy Northam,Lucy Liu,Nigel Bennett,Timothy Webber,David Hewlett,Kari Matchett,Kristina Nicoll,Boyd Banks,Steve Jackson","Oct 7, 2002",95 minutes,R,"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy",Vincenzo Natali
https://www.rottentomatoes.com/m/state_property_two,state property two,"Beanie Sigel,Victor N.O.R.E. Santiago,Victor &#39;Noreaga&#39; Santiago,Damon Dash,Michael Bentt,Omillio Sparks,Oschino,Omillio Sparks,Young Chris of Young Gunz,Young Gunz,Loon,Omahrya,Freeway,Cam&#39;ron,Omahyra,Juelz Santana,Jim Jones,Kenneth &quot;Omillio Sparks&quot; Johnson,Duan Grant,Chris Young,Neef of Young Gunz,Sundy Carter,Mariah Carey,Chauncey &quot;Loon&quot; Haukins,Russell Jones,Jamal &quot;Fame&quot; Grinnage,Billy Danzenie,Kanye West,Peter Denim,Nicole Wray,Roselyn Sanchez,Angie Martinez,Bernard Hopkins,Omahyra Mota,Derron &quot;Smokey&quot; Edington,Rob Stapelton,Capone,Lil&#39; Cease,Ronald &quot;Winky&quot; Wright,Big Face Gary,Shawn Arnold,Bobby Dash,Boola,Sha Ling Ling,Von the Dog,Sade,Bo Kaprall,Kevin Campbell,Tiana,Damon Dash II,Quasim Pressley,Shakur Al Din Barry,Siddiq Cornish,Amir Grant,Steven Derry,Adam &quot;Blue&quot; Moreno,Michelle Listenbee Brown,Virginia Torres,Joe Sherman,Sal,Jeff Ward,Carlo D&#39;Amore,Rene Ojeda,Cesar De León,Chance Kelly,Damien Achilles,Muse Abdullah,Tim House,Bobby Beckles,Tim Gallin,James C. Lawrence,Derrick Simmons,Seymour Hewitt,Nik P. Jeternika,Richardson Desil,Ted Landers,Lawrence Evans,The Barry Sisters","Apr 13, 2005",87 minutes,"R (adult situations/language, sex, violence)","Action & Adventure,Drama",Damon Dash
https://www.rottentomatoes.com/m/layer_cake,layer cake,"Daniel Craig,Colm Meaney,Kenneth Cranham,George Harris,Jamie Foreman,Sienna Miller,Michael Gambon,Tom Hardy,Ben Whishaw,Sally Hawkins,Burn Gorman,Tamer Hassan,Stephen Walters,Jason Flemyng,Dragan Micanovic,Brinley Green,Marcel Iures,Francis Magee,Dimitri Andreas,Garry Tubbs,Natalie Lunghi,Marvyn Benoit,Rab Affleck,Dexter Fletcher,Steve John Shepherd,Paul Orchard,Louis Emerick,Darren Healy,Matthew Ryan,Ivan Kaye,Ben Brasier,Neil Finnighan,Budgie Prewitt,Don McCorkindale","May 13, 2005",104 minutes,"R (for strong brutal violence, sexuality, nudity, pervasive language and drug use)","Action & Adventure,Drama,Mystery & Suspense",Matthew Vaughn
https://www.rottentomatoes.com/m/alexander,alexander,"Rory McCann,Annelise Hesme,Peter Williamson,Morgan Christopher Ferris,Aleczander Gordon,Mick Lally,Erol Sander,Stéphane Ferrara,Tadhg Murphy,Jean Le Duc,Tsouli Mohammed,Toby Kebbell,Laird Macintosh,Harry Kent,Sam Green,Brian McGrath,Suzanne Bullock,Kate Elouise,Gillian Grueber,Anjali Mehra,Anthony Jean Marie Kurt,Marta Barahona,Monica Zamora,Benny Maslov,Tania Matos,Leighton Morrison,Isaac Mulllins,Monica Perego,Matthew Powell,Nic Raine","Nov 24, 2004",176 minutes,R (for violence and some sexuality/nudity),"Action & Adventure,Classics,Drama",
https://www.rottentomatoes.com/m/beautiful_boxer,beautiful boxer,"Asanee Suwan,Sorapong Chatree,Sorapong Chatri,Orn-Anong Panyawong,Nukkid Boonthong,Sitiporn Niyom,Natcha Bootsri,Kyoko Inoue,Keagan Kang,Somsak Tuangmukda,Yuka Hyodo,Somsak Tuangmkuda,Tanyabuth Songsakul","Feb 18, 2005",108 minutes,NR,"Action & Adventure,Art House & International,Drama",Ekachai Uekrongtham
https://www.rottentomatoes.com/m/high_and_the_mighty,high and the mighty,"John Wayne,Robert Stack,Claire Trevor,Laraine Day,Jan Sterling,Phil Harris,Robert Newton,David Brian,Paul Kelly,Sidney Blackmer,Doe Avedon,Karen Sharpe,John Smith,Julie Bishop,Pedro Gonzalez Gonzalez,John Howard,Wally Brown,William Campbell,Ann Doran,John Qualen,Paul Fix,George Chandler,Joy Kim,Michael Wellman,Douglas Fowley,Regis Toomey,Carl &quot;Alfalfa&quot; Switzer,Robert Keys,William Hopper,William Schallert,Julie Mitchum,Robert Easton,Philip Van Zandt","May 27, 1954",147 minutes,NR,"Action & Adventure,Classics,Drama",William Wellman
https://www.rottentomatoes.com/m/1016479-point_blank,1016479-point blank,"Lee Marvin,Angie Dickinson,Keenan Wynn,Carroll O&#39;Connor,Lloyd Bochner,Michael Strong,John Vernon,Sharon Acker,James B. Sikking,Sandra Warner,Roberta Haynes,Kathleen Freeman,Victor Creatore,Lawrence Hauben,Susan Holloway,Sid Haig,Michael Patrick Bell,Priscilla Boyd,Ron Walters,Rico Cattani,Carey Foster,Lou Whitehill,Joseph Mell,Ted White,Bill Hickman,Chuck Hicks,Felix Silla","Aug 30, 1967",92 minutes,R (violence),"Action & Adventure,Classics,Drama,Mystery & Suspense",John Boorman
https://www.rottentomatoes.com/m/librarian_quest_for_the_spear,librarian quest for the spear,"Noah Wyle,Kelly Hu,Kyle MacLachlan,Sonya Walger,Jane Curtin,David Dayan Fisher,Lisa Brenner,Clyde Kusatsu,Mario Ivan Martinez,Olympia Dukakis,Bob Newhart","Dec 5, 2004",106 minutes,NR,"Action & Adventure,Comedy,Mystery & Suspense,Science Fiction & Fantasy,Television",Peter Winther
https://www.rottentomatoes.com/m/elephant_walk,elephant walk,"Elizabeth Taylor,Dana Andrews,Peter Finch,Abraham Sofaer,Abner Biberman,Noel Drayton,Rosalind Ivan,Barry Bernard,Philip Tonge,Edward Ashley,Leo Britt,Mylee Haulani,Jack Raine,Victor Millan,Norma Varden,Carlos Rivero,Delmar Costello,Satini Puailoa,Vivien Leigh,Father Henry Carr,Reginald Lal Singh,Charles Heard,Rodd Redwing,Adolfo Ornelas,Leslie Sketchley","Apr 21, 1954",103 minutes,NR,"Action & Adventure,Classics,Drama,Romance",William Dieterle
https://www.rottentomatoes.com/m/magic_sword,magic sword,"Gary Lockwood,Basil Rathbone,Anne Helm,Estelle Winwood,Liam Sullivan,John Mauldin,Jacques Gallo,Leroy Johnson,David Cross,Angus Duncan,Taldo Kenyon,Vampira (Maila Nurmi),Jack Kosslyn,Lorrie Richards,Mary Anne Graves,Marlene Callahan,Merritt Stone,Danielle De Metz,Nick Bon Tempi,Paul Bon Tempi,Ted Finn,Angelo Rossitto,Richard Kiel","Apr 1, 1962",80 minutes,G,"Action & Adventure,Classics,Drama,Science Fiction & Fantasy",Bert I. Gordon
https://www.rottentomatoes.com/m/1032518-mata_hari,1032518-mata hari,"Greta Garbo,Ramon Novarro,Lionel Barrymore,Lewis Stone,C. Henry Gordon,Karen Morley,Alec B. Francis,Blanche Frederici,Edmund Breese,Helen Jerome Eddy,Frank Reicher,Sarah Padden,Harry Cording,Gordon DeMain,Mischa Auer,Michael Visaroff,Cecil Cunningham,Reginald Barlow,Frederick Burton","Jun 1, 1932",90 minutes,NR,"Action & Adventure,Classics,Drama,Mystery & Suspense,Romance",George Fitzmaurice
https://www.rottentomatoes.com/m/the_crow_wicked_prayer,the crow wicked prayer,"Edward Furlong,David Boreanaz,Tara Reid,Dennis Hopper,Emmanuelle Chriqui,Marcus Chong,Rosemberg Salgado,Tito Oritz,Tito Ortiz,Rena Owen,Yuji Okumoto,Macy Gray,Dave L. Ortiz,Ryan Smith,Danny Trejo,Daymond John,Richard Cumba,Kristina Santoro","Jun 3, 2005",99 minutes,R,"Action & Adventure,Mystery & Suspense",Lance Mungia
https://www.rottentomatoes.com/m/quick_change,quick change,"Bill Murray,Geena Davis,Randy Quaid,Jason Robards,Richard Joseph Paul,Tony Shalhoub,Phil Hartman,Kathryn Grody,Stanley Tucci,Rhe De Ville,Victor Argo,Philip Bosco,Gary Howard Klar,Paul Herman,Kurtwood Smith,Ryan Mitchell,Susannah Bianchi,Dale Grand,Elliott Santiago,Bob Elliott,Kimberleigh Aarn,Ron Ryan,Brian McConnachie,Jack Gilpin,Jordan Cael,Rhe DeVille,Marya D. Dornya,Barbara Flynn,Elizabeth A. Griffin,Connie Ivie,Skipp Lynch,J.D. Montalbo,Suzen Murakoshi,Anthony T. Paige,Jane Carol Simms,Wendell Sweda,Angel Vargas,Reg E. Cathey,William Sturgis,Sam Ayers,Joe Pentangelo,William Raymond,Randle Mell,Jamey Sheridan,Anthony Bishop,Larry Joshua,Michelle Lucien,Tim Halligan,Deborah Lee Johnson,Lucia Vincent,Elliot Santiago,Manny Siverio,Garry Goodrow,Bobby Harrigan,Stephen Park,Gary Goodrow,Frank Maldonado,Ryan Mitchel,Steve Park,Alfa-Betty Olsen,Jim Ward,Davenia McFadden,Michael Chapman,Michael C. Mahon,Stuart Rudin,Teodorino Bello,Barton Heyman,Justin Ross,Ira Wheeler,Margo Skinner,Frank Ferrara","Jul 13, 1990",89 minutes,"R (adult situations/language, violence)","Action & Adventure,Comedy,Drama",Bill Murray
https://www.rottentomatoes.com/m/man_of_the_house,man of the house,"Tommy Lee Jones,Cedric the Entertainer,Christina Milian,Paula Garcés,Monica Keena,Vanessa Ferlito,Kelli Garner,Anne Archer,Brian Van Holt,Shea Whigham,Curtis Armstrong,Liz Vassey,Shannon Woodward,R. Lee Ermey,Paget Brewster,Ash Christian,James Richard Perry,Mark Hanson,Sarah Monahan,James Vincent,Robert Newell","Feb 25, 2005",100 minutes,"PG-13 (for violence, sexual content, crude humor and a drug reference)","Action & Adventure,Comedy",Stephen Herek
https://www.rottentomatoes.com/m/bunty_and_babli,bunty and babli,"Abhishek Bachchan,Rani Mukerji,Amitabh Bachchan,Kiran Juneja Sippy,Puneet Issar,Raj Babbar,Prem Chopra,Rameshwari,Pratima Kazmi,Aishwarya Rai Bachchan","May 27, 2005",170 minutes,R,"Action & Adventure,Art House & International,Comedy,Drama,Musical & Performing Arts,Romance",Shaad Ali
https://www.rottentomatoes.com/m/trail_of_the_pink_panther,trail of the pink panther,"Peter Sellers,David Niven,Herbert Lom,Richard Mulligan,Joanna Lumley,Capucine,Robert Loggia,Harvey Korman,Burt Kwouk,Graham Stark,Peter Arne,Andre Maranne,Ronald Fraser,Leonard Rossiter,Marne Maitland,Colin Blakely,Dudley Sutton,Harold Kasket,Liz Smith,Danny Schiller,Denise Crosby,William Hootkins,Kathleen Saint John,Harold Berens,Daniel Peacock,Lucca Mezzofanti,Madlena Nedeva,Arthur Howard,Weston Gavin,Robert Wagner,Marc Smith,John Allen Cassady,Gary Whelan,Joe Praml,Christopher Reich","Dec 17, 1982",97 minutes,PG,"Action & Adventure,Comedy",Blake Edwards
https://www.rottentomatoes.com/m/another_thin_man,another thin man,"William Powell,Myrna Loy,Virginia Grey,Otto Kruger,C. Aubrey Smith,Ruth Hussey,Nat Pendleton,Patric Knowles,Tom Neal,Phyllis Gordon,Sheldon Leonard,Don Costello,Harry Bellaver,William A. Poulsen,Muriel Hutchison,Abner Biberman,Marjorie Main,Ralph Dunn,Horace MacMahon,Nell Craig,Doodles Weaver,George Guhl,Joe Devlin,Paul E. Burns,Milton Parsons,Milton Kibbee,Dick Elliott,Edward Gargan,William Tannen,Joseph Downing,Matty Fain,Thomas E. Jackson,Martin Garralaga,Alphonse Martell,Alberto Morin,Horace McMahon,Nestor Paiva,Frank Sully,John Kelly,Paul Newlan,Murray Alper,Shemp Howard,Edward Hearn,Bert Roach,Alex D&#39;Arcy,Asta the Dog","Nov 17, 1939",105 minutes,NR,"Action & Adventure,Classics,Comedy,Drama,Mystery & Suspense",W.S. Van Dyke
https://www.rottentomatoes.com/m/shadow_of_the_thin_man,shadow of the thin man,"William Powell,Myrna Loy,Barry Nelson,Donna Reed,Sam Levene,Alan Baxter,Dickie Hall,Loring Smith,Joseph Anthony,Henry O&#39;Neill,Stella Adler,Lou Lubin,Louise Beavers,Will Wright,Edgar Dearing,Noel Cravat,Tito Vuolo,Oliver Blake,John Dilson,Arthur Ayleswofth,James Flavin,Edward Hearn,Arthur Belasco,Bob Ireland,Robert Kellard,Cliff Danielson,J. Lewis Smith,Jerry Jerome,Roger Moore,Buddy Roosevelt,Hal Le Sueur,Cardiff Giant,Jo Gilbert,Richard Frankie Burke,Fred Graham,Tor Johnson,John Berkes,John Kelly,Jenny Jerome,Jody Gilbert,Dan Tobey,Tommy Mack,Lyle Latell,Joe Devlin,Bill Fisher,Aldrich Bowker,Charles Calvert,Joey Ray,Inez Cooper,Adeline de Walt Reynolds,Duke York,Seldon Bennett,Sid Melton,George Lloyd,Patty Moore,Jerry Mandy,H.B. Haggerty,Eddie Simms,Abe Dinovitch,William &quot;Wee Willie&quot; Davis,Sailor Vincent,Jack Roper,Harry Wilson,Ray Teal,Sam Bernard,Ken Christy,David Dornack,Harry Burns,Fred Walburn,Arch Hendricks,Pat R. McGee","Nov 1, 1941",97 minutes,NR,"Action & Adventure,Classics,Comedy,Drama,Mystery & Suspense,Romance",W.S. Van Dyke
https://www.rottentomatoes.com/m/song_of_the_thin_man,song of the thin man,"William Powell,Myrna Loy,Keenan Wynn,Gloria Grahame,Dean Stockwell,Phillip Reed,Patricia Morison,Jayne Meadows,Don Taylor,Leon Ames,Ralph Morgan,Warner Anderson,William Bishop,Bruce Cowling,Bess Flowers,Connie Gilchrist,James Burke,Tom Trout,Henry Nemo,Marie Windsor,Tom Dugan,John Sheehan,Asta Jr.,Lennie Bremen,Lyle Latell,Al Bridge,Eddie Simms,Jimmy O&#39;Gatty,James Flavin,Bill Harbach,George Anderson,Donald Kerr,Alan Bridge,Earl Hodgins,Esther Howard,Harry Burns,William Roberts,Clarke Hardwicke,Henry Sylvester,Matt McHugh,Clinton Sundberg,Gregg Barton,Earle Hodgins,Howard Negley,George Sorel,Charles Sullivan,Robert E. Strickland,Jeffrey Sayre,Morris Ankrum,Maria San Marco,George Chan,Jerry Fragnol","Jan 1, 1947",86 minutes,NR,"Action & Adventure,Classics,Comedy,Drama,Mystery & Suspense",Edward Buzzell
https://www.rottentomatoes.com/m/the_thin_man_goes_home,the thin man goes home,"William Powell,Myrna Loy,Lucile Watson,Gloria de Haven,Anne Revere,Harry Davenport,Helen Vinson,Lloyd Corrigan,Donald Meek,Edward S. Brophy,Leon Ames,Paul Langton,Ralph Brooke,Donald MacBride,Minor Watson,Anita Bolster,Charles Halton,Morris Ankrum,Nora Cecil,Wally Cassell,Arthur Hohl,Anthony Warde,Bill Smith,Thomas P. Dillon,Lucille Browne,Mickey Harris,Rex Evans,Harry Hayden,Connie Gilchrist,Robert Emmett O&#39;Connor,Dick Botiller,John Wengraf,Ralph Brooks,Jane Green,Irving Bacon,Virginia Sale,Garry Owen,Sol (Saul) Gorss,William Hunter,Bert May,Chester Clute,Clarence Muse,Tom Fadden,Joseph J. Greene,Robert E. O&#39;Connor,Sarah Edwards,Frank Jaquet,Oliver Blake,Don Wilson,Etta McDaniel,Tom Dugan,Edward Gargan,Tom Dillon,Bill Hunter,Marjorie Wood,Catherine McLeod,Clancy Cooper,Joe Yule,Robert E. Homans,Lee Phelps,Helen Eby-Rock,Jean Acker,Mike Mazurki,Mitchell Lewis,Ray Teal","Jun 1, 1945",100 minutes,NR,"Action & Adventure,Classics,Comedy,Drama,Mystery & Suspense",Richard Thorpe
https://www.rottentomatoes.com/m/pacifier,pacifier,"Vin Diesel,Lauren Graham,Faith Ford,Brittany Snow,Chris Potter,Carol Kane,Brad Garrett,Morgan York,Keegan Hoover,Logan Hoover,Bo Vink,Tsui Mung-Ling,Luke Vink,Scott Thompson,Denis Akiyama,Mung Ling Tsui,Anne Fletcher,Tate Donovan,Wendi Lynn Allison,Alison Lynn,Gabriel Antonacci,Mary Pitt,Dan Sutcliffe,Vanessa Cobham,Jordan Allison,Rachael Dolan,Charlotte Szivak,Toya Alexis,Valerie Boyle,Karla Jang,Silver Kim,Robert Yeretch,Scott Hurst,Christie Allaire,Stephanie Allaire,Amy Allicock,Helena Chow,Joella Crichton,Laura Jeanes,Rebecca Priestley,Taryn Ash,Catherine Burdon,Shane Cardwell,Tommy Chang,David Lipper,Tip Fong,Maria Georgas,Nikki Shah,Jordan Todosey,Emi Yaguchi-Chow,Demetrius Joyette,Christopher Lortie,Sotiri Georgas,Steven Georgas,Gannon Racki,Seth Howard,Marcus Hutchings,David Sparrow,Evelyn Kaye,Miriam Laurence,David Smukler,Christian Laurin,John MacDonald,Billy Oliver,Curtis Parker,Matt Purdy,Jean Pearson,Kyle Schmid,Cade Courtley,Michael Quintero,Cameron Hickox,Cassius Clay,Jeff Podgurski,F. Valentino Morales,Hank Amos,Charlie Haugk,Scott Reiff,Robert Bastens","Mar 4, 2005",95 minutes,"PG (for action violence, language and rude humor)","Action & Adventure,Comedy,Kids & Family",Adam Shankman
https://www.rottentomatoes.com/m/dirty_mary_crazy_larry,dirty mary crazy larry,"Peter Fonda,Susan George,Adam Roarke,Vic Morrow,Kenneth Tobey,Eugene Daniels,Roddy McDowall,Lynn Borden,Adrianne Herman,Janear Hines,Elizabeth James,William Campbell,Thomas Castranova","Jan 1, 1974",93 minutes,PG (adult situations),"Action & Adventure,Drama",John Hough
https://www.rottentomatoes.com/m/1141102-are_we_there_yet,1141102-are we there yet,"Ice Cube,Nia Long,Aleisha Allen,Philip Daniel Bolden,Jay Mohr,M.C. Gainey,Tracy Morgan,Nichelle Nichols,Henry Simmons,C. Ernst Harth,Ray Galletti,Viv Leacock,Casey Dubois,J.B. McEown,Kenyan Lewis,Daniel Cudmore","Jan 20, 2005",95 minutes,PG (for language and rude humor),"Action & Adventure,Comedy,Kids & Family,Romance",Brian Levant
https://www.rottentomatoes.com/m/debs,debs,"Jordana Brewster,Sara Foster,Meagan Good,Devon Aoki,Devon Aki,Jill Ritchie,Holland Taylor,Michael Clarke Duncan,Geoff Stults,Jessica Cauffiel,Scoot McNairy,Jimmi Simpson,J.B. Guhman","Jan 22, 2004",91 minutes,PG-13 (for sexual content and language),"Action & Adventure,Comedy,Mystery & Suspense",Angela Robinson
https://www.rottentomatoes.com/m/saints_and_soldiers,saints and soldiers,"Corbin Allred,Alexander Polinsky,Kirby Heyborne,Larry Bagby,Ben Gourley,Alex Niver,Lincoln Hoppe,Ruby Chase O&#39;Neil,Melinda Renee,Ethan Vincent,Chris Clark,Peter Asle Holden,Curt Doussett,Christian Lee (V) ,Jeff Birk,Tane Williams,Randy Beard,Michael Buster,M. Casey Reeves,Christian Malzl,Philip Malzl,Dawn Graham,Julie Graham,Addy Meldrum,Matthew Meldrum,McKay Meldrum,Kelly Moyle,Kelly Klindt,Jason Allred,Joel Bishop,Michael Tanner,Gavin Bentley,Chris Kendrick,Spencer Funk,Sterling Funk,Bill Ferguson,Richard J. Clifford","Aug 6, 2004",90 minutes,PG-13 (for war violence and related images),"Action & Adventure,Drama",Ryan Little
https://www.rottentomatoes.com/m/over_the_top,over the top,"Sylvester Stallone,David Mendenhall,Robert Loggia,Susan Blakely,Rick Zumwalt,Chris McCarty,Terry Funk,Bob Beattie,Allan Graf,Robert Eazor,Magic Schwarz,Bruce Way,Andrew &quot;Cobra&quot; Rhodes,Jimmy E. Keegan,John Braden,Tony Munafo,Randy Raney,Paul Sullivan,Jack Wright,Ronnie Rondell Jr.,Sam Scarber,Richard Giachetti,Michael Fox,David VanGorder,Ross St. Phillip,Seth Mitchell,Dale Benson,Joe Kiel,Dean Abston,Flo Gerrish,David Van Gorder,Reggie Bennett,Joshua Patton,James Mendenhall,Danny Capri,Gregory Braendel,Sly Ali Smith,Rose Dursey,Marion Mickens II,Dave Patton,Kelly Sahnger,Charles M. Wilborn,Alexa Lambert,Ronnie Rondell Jr.,James H. Shana,Terry Burns,William N. Buck,Bob Eazor,Ed Levitt,Andrew Rhodes,Bob Rogers,Norman Howell Jr.,Rex Pierson,Magic Schwartz","Feb 13, 1987",94 minutes,"PG (adult situations/language, violence)","Action & Adventure,Drama",Menahem Golan
https://www.rottentomatoes.com/m/race_with_the_devil,race with the devil,"Peter Fonda,Warren Oates,Loretta Swit,Lara Parker,R.G. Armstrong,Clay Tanner,Carol Blodgett,Ricci Ware,Paul A. Partain,Karen Miller,Arkey Blue,Jack Starrett,Phil Hoover,Wes Bishop,James N. Harrell,Bob Jutson,Peggy Kokernot,Carol Cannon,Tommy Splittberger","Jan 1, 1975",88 minutes,PG,"Action & Adventure,Classics,Horror",Jack Starrett
https://www.rottentomatoes.com/m/danger_diabolik,danger diabolik,"John Phillip Law,Marisa Mell,Terry Thomas,Michel Piccoli,Adolfo Celi,Terry-Thomas,Mario Donen,Claudio Gora,Edward Febo Kelleng,Caterina Boratto,Giulio Donnini,Annie Gorassini,Renzo Palmer,Andrea Bosic,Lucia Modugno,Giorgio Gennari,Giorgio Sciolette,Carlo Croccolo,Giuseppe Fazio,Lidia Biondi,Isarco Ravaioli,Federico Boito,Tiberio Mitri,Wolfgang Hillinger","Jan 1, 1968",99 minutes,PG-13,"Action & Adventure,Classics,Mystery & Suspense,Special Interest",Mario Bava
https://www.rottentomatoes.com/m/1143677-snow_walker,1143677-snow walker,"Barry Pepper,Annabella Piugattuk,James Cromwell,Kiersten Warren,Jon Gries,Robin Dunne,Greg Spottiswood,Brad Sihvon,Samson Jorah,Michael Buble,Malcom Scott","Sep 11, 2003",109 minutes,"PG (for thematic elements, language, some disturbing images and brief nudity)","Action & Adventure,Drama",Charles Martin Smith
https://www.rottentomatoes.com/m/1008243-getaway,1008243-getaway,"Steve McQueen,Ali MacGraw,Al Lettieri,Sally Struthers,Ben Johnson,Slim Pickens,Richard Bright,Jack Dodson,Dub Taylor,Bo Hopkins,Roy Jenson,Paul Taylor,Bill Hart,Tom Runyon,Whitney Jones,Raymond King,Ivan Thomas,Brenda W. King,C.W. White,W. Dee Kutach,Brick Lowry,Martin Colley,O.S. Savage,Bruce Bissonette,Tom Bush,Dick Crockett,A.L. Camp,Bob Veal,Jim Kannon,Maggie Gonzalez,Doug Dudley,Stacy Newton","Dec 13, 1972",122 minutes,R,"Action & Adventure,Classics,Drama",Sam Peckinpah
https://www.rottentomatoes.com/m/1136973-black_cloud,1136973-black cloud,"Eddie Spears,Rick Schroder,Julia Jones,Peter Greene,Tim McGraw,Wayne Knight,Russell Means,Nathaniel Arcand,Sunny Knox,Saginaw Grant,Pooch Hall,Jeff Ham,Tim Sampson,Branscombe Richmond,Richard Roll,Justin Scot","Mar 11, 2005",95 minutes,PG-13 (for violence and language including sexual innuendo),"Action & Adventure,Drama",Rick Schroder
