URL,Name,Stars,Year,Time,Rating,Genre,Director
https://www.rottentomatoes.com/m/the_night_comes_for_us,the night comes for us,"Joe Taslim,Iko Uwais,Julie Estelle,Sunny Pang,Zack Lee","Oct 19, 2018",121 minutes,NR,"Action & Adventure,Mystery & Suspense",Timo Tjahjanto
https://www.rottentomatoes.com/m/mowgli_legend_of_the_jungle,mowgli legend of the jungle,"Rohan Chand,Andy Serkis,Cate Blanchett,Benedict Cumberbatch,Christian Bale,Naomie Harris,Jack Reynor,Peter Mullan,Eddie Marsan,Tom Hollander,Matthew Rhys,Freida Pinto","Nov 29, 2018",104 minutes,"PG-13 (for intense sequences of action violence including bloody images, and some thematic elements)","Action & Adventure,Animation,Drama",Andy Serkis
https://www.rottentomatoes.com/m/equalizer_2,equalizer 2,"Denzel Washington,Pedro Pascal,Ashton Sanders,Bill Pullman,Melissa Leo,Jonathan Scarfe,Sakina Jaffrey,Caroline Day,Orson Bean,Abigail Marlowe","Jul 20, 2018",129 minutes,"R (for brutal violence throughout, language, and some drug content)","Action & Adventure,Mystery & Suspense",Antoine Fuqua
https://www.rottentomatoes.com/m/patient_zero_2016,patient zero 2016,"Matt Smith (XI),Natalie Dormer,Stanley Tucci,Clive Standen,John Bradley","Sep 14, 2018",,"R (for bloody violence, language, and some sexual content)","Action & Adventure,Drama,Horror",Stefan Ruzowitzky
https://www.rottentomatoes.com/m/incredibles_2,incredibles 2,"Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,Catherine Keener,Bob Odenkirk,Samuel L. Jackson,Sophia Bush,Isabella Rossellini,Jonathan Banks","Jun 15, 2018",118 minutes,PG (for action sequences and some brief mild language),"Action & Adventure,Animation,Kids & Family",Brad Bird
https://www.rottentomatoes.com/m/mile_22,mile 22,"Mark Wahlberg,Lauren Cohan,Iko Uwais,Ronda Rousey,Terry Kinney,John Malkovich,Emily Skeggs,Poorna Jagannathan,Chae Rin Lee,Sam Medina,Carlo Alban,Natasha Goubskaya,Keith Arthur Bolden,Jenique Hendrix,Billy Smith,Myke Holmes,Brandon Scales,Peter Berg,Elle Graham,Nikolai Nikolaeff,Ariel Felix,Tom Astor,Kate Rigg,Lourdes Perea,Tatiana Ronderos,David Garelik,Alla Greene,Vince Canlas,Sean Avery,Mark Freeman Schotz,Scott Kasson,Anthony Ace Thomas,Tory Bryant,Rafael Alfredo Caviedes Silva,Juan Carlos Henao Jimenez,Guillermo Ramirez Navia,Dale Zaboroskie,Dwayne A. Dorsey,Esteban Santos,Amanda Cabigting,Cedric Gervais,Trevor Gretzky,Richard Lee Rutherford,Breeanna N. Jackson,Artem Lyashenko,Tetyana Nickell,Vailana Antonucci,Stuart M. Besser,Ricardo Martínez,Juan Carlos Ortega,Isabella Garcia,Alexandra Vino","Aug 17, 2018",90 minutes,R (strong violence and language throughout),Action & Adventure,Peter Berg
https://www.rottentomatoes.com/m/mission_impossible_fallout,mission impossible fallout,"Tom Cruise,Henry Cavill,Ving Rhames,Simon Pegg,Rebecca Ferguson,Sean Harris,Angela Bassett,Vanessa Kirby,Wes Bentley,Frederick Schmidt,Michelle Monaghan,Alec Baldwin,Yang Feng Liang,Kristoffer Joner,Wolf Blitzer,Raphael Joner,Andrew Cazanave Pin,Christophe deChoisy,Raphael Desprez,Jean Baptiste Fillon,Max Geller,Olivier Huband,Vincent Latorre,Thierry Picaut,Alexandre Poole,Guy Remy,Anne Alix,Joey Ansah,Velibor Topic,Dean Ashton,Dj Harvey,Grahame Fox,Charlie Archer,Caspar Phillipson,Lolly Adefope,Ffion Jolly,Russ Bain,Nigel Allen,Tracey Saunders,Alicia Mencia Castano","Jul 27, 2018",147 minutes,"PG-13 (for violence and intense sequences of action, and for brief strong language)","Action & Adventure,Drama,Mystery & Suspense",Christopher McQuarrie
https://www.rottentomatoes.com/m/the_predator,the predator,"Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Keegan-Michael Key,Olivia Munn,Sterling K. Brown,Alfie Allen,Thomas Jane,Augusto Aguilera,Jake Busey,Yvonne Strahovski","Sep 14, 2018",,"R (for strong bloody violence, language throughout, and crude sexual references)","Action & Adventure,Horror,Science Fiction & Fantasy",Shane Black
https://www.rottentomatoes.com/m/the_meg,the meg,"Jason Statham,Bingbing Li,Winston Chao,Rainn Wilson,Ruby Rose,Page Kennedy,Jessica McNamee,Olafur Darri Olafsson,Robert Taylor (VII),Cliff Curtis,Sophia Shuya Cai,Masi Oka,Tawanda Manyimo","Aug 10, 2018",114 minutes,"PG-13 (for action/peril, bloody images and some language)","Action & Adventure,Horror,Science Fiction & Fantasy",Jon Turteltaub
https://www.rottentomatoes.com/m/the_happytime_murders_2017,the happytime murders 2017,"Melissa McCarthy,Maya Rudolph,Joel McHale,Elizabeth Banks,Jimmy O. Yang,Leslie David Baker","Aug 24, 2018",,"R (for strong crude and sexual content and language throughout, and some drug material)","Action & Adventure,Comedy",Brian Henson
https://www.rottentomatoes.com/m/alpha_2018,alpha 2018,"Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Leonor Varela,Natassia Malthe,Priya Rajaratnam,Jens Hultén","Aug 17, 2018",97 minutes,PG-13 (for some intense peril),"Action & Adventure,Drama,Mystery & Suspense",Albert Hughes
https://www.rottentomatoes.com/m/sgt_stubby_an_american_hero,sgt stubby an american hero,"Helena Bonham Carter,Gérard Depardieu,Logan Lerman,Jim Pharr","Apr 13, 2018",85 minutes,PG (for war action and some thematic elements),"Action & Adventure,Animation,Kids & Family",Richard Lanni
https://www.rottentomatoes.com/m/venom_2018,venom 2018,"Tom Hardy,Riz Ahmed,Scott Haze,Reid Scott,Jenny Slate,Woody Harrelson,Sope Aluko,Wayne Pére,Jared Bankens,Melora Walters,Marcella Bragio,Mac Brandt,Ron Cephas Jones,Michelle Lee,Sam Medina,Gail Gamble,Donald K. Overstreet,William W. Barbour,Christian Convery,Michelle Fang,Scott Deckert,Sailor Larocque,Jane McNeill,Selena Anduze,Otis Winston,Laura Distin,Martin Bats Bradford,Vickie Eng,Chris Ward,Brandon Morales,JB Tadena,Etienne Vick,Al-Jaleel Knox,Al-Jaleel Knox-Stoner,Peggy Lu,Diesel Madkins,James J. Fuertes,Amy Le,Carl Collanus,Jock McKissic,Patrick Brown,Ellen Gerstein,Emelita T. Gonzalez,Ariadne Joseph,Carter Burch,Daniela Gaskie,Khalid Ghajji,Elizabeth Becka,Joseph Amey,Denney Pierce,Chris Stein,Phil Tyler,James D. Weston II,Grace Wan,John Gettier,Van Marten,Jake Hanson,Kevin Carscallen,Marquis Magwood,Homero Lopez,Ronnie Yelverton,Ray Benitez,John Ozuna,Mary Lu Marr,John Lobato,Paul Pillsbury,David King,Paul Barlow, Jr.,Apollo GT,Kayko Thompson,Tianna Hazard,Megan Aldrich,Buddy Rahming","Oct 5, 2018",112 minutes,"PG-13 (for intense sequences of sci-fi violence and action, and for language)","Action & Adventure,Drama,Science Fiction & Fantasy",Ruben Fleischer
https://www.rottentomatoes.com/m/smallfoot,smallfoot,"Channing Tatum,James Corden,Zendaya,Common,LeBron James,Danny DeVito,Gina Rodriguez,Yara Shahidi,Ely Henry,Jimmy Tatro,Patricia Heaton,Justin Roiland,Jack Quaid","Sep 28, 2018",109 minutes,"PG (for some action, rude humor, and thematic elements)","Action & Adventure,Animation,Comedy,Kids & Family",Karey Kirkpatrick
https://www.rottentomatoes.com/m/the_spy_who_dumped_me_2018,the spy who dumped me 2018,"Mila Kunis,Kate McKinnon,Justin Theroux,Gillian Anderson,Hasan Minhaj,Ivanna Sakhno,Sam Heughan,Olafur Darri Olafsson,Fred Melamed,Justine Wachsberger,Dustin Demri-Burns,Kev Adams,Nicholas Wittman","Aug 3, 2018",116 minutes,"R (for violence, language throughout, some crude sexual material and graphic nudity)","Action & Adventure,Comedy",Susanna Fogel
https://www.rottentomatoes.com/m/outlaw_king,outlaw king,"Chris Pine,Aaron Taylor-Johnson,Florence Pugh,Billy Howle,Sam Spruell,Tony Curran,Stephen Dillane,James Cosmo","Nov 9, 2018",117 minutes,"R (for sequences of brutal war violence some sexuality, language and brief nudity)","Action & Adventure,Drama",David Mackenzie
https://www.rottentomatoes.com/m/christopher_robin,christopher robin,"Ewan McGregor,Hayley Atwell,Bronte Carmichael,Mark Gatiss,Jim Cummings,Brad Garrett,Toby Jones,Nick Mohammed,Peter Capaldi,Sophie Okonedo,Oliver Ford Davies,Ronke Adekoluejo,Adrian Scarborough,Roger Ashton-Griffiths,Ken Nwosu,John Dagleish,Amanda Lawrence,Orton O&#39;Brien,Katy Carmichael,Tristan Sturrock,Jasmine-Simone Charles,Paul Chahidi,Matt Gavan,Thomas Padden,Gareth Mason,Summer Brooks,Zain Falzon,Rainy Milo,Michael Jenn,Souad Faress,Alan Clark,Chris Pratt,Vera Chok,Claire Redcliffe,Elsa Minell,Matt Berry,Simon Farnaby,Matthew Earley,MacKenzie Crook,Vivien Bridson,Narinder Samra,Oliver Payne,David Hartley,Clara McGregor,Raj Ghatak,Sara Sheen","Aug 3, 2018",120 minutes,PG (for some action),"Action & Adventure,Comedy,Kids & Family",Marc Forster
https://www.rottentomatoes.com/m/kin_2018,kin 2018,"Jack Reynor,Zoë Kravitz,Carrie Coon,Romano Orzari,Ian Matthews,Dennis Quaid,James Franco,Myles Truitt,Lily Gao,Michael B. Jordan,Carleigh Beverly,Gavin Fox","Aug 31, 2018",102 minutes,"PG-13 (for gun violence and intense action, suggestive material, language, thematic elements and drinking)","Action & Adventure,Science Fiction & Fantasy",Jonathan Baker
https://www.rottentomatoes.com/m/teen_titans_go_to_the_movies,teen titans go to the movies,"Greg Cipes,Scott Menville,Khary Payton,Tara Strong,Hynden Walch,Will Arnett,Kristen Bell,Nicolas Cage,Halsey,Lil Yachty,Eric Bauza,Kal-El Cage,Michael Bolton,Joey Cappabianca,Greg Davies,John DiMaggio,David Kaye,Tom Kenny,Jimmy Kimmel,Stan Lee,Vanessa Marshall,Phil Morris,Patton Oswalt,Alexander Polinsky,Meredith Salenger,Dave Stone,Fred Tatasciore,James Arnold Taylor,Wil Wheaton","Jul 27, 2018",92 minutes,PG (for action and rude humor),"Action & Adventure,Animation,Kids & Family",Aaron Horvath
https://www.rottentomatoes.com/m/mandy_2018,mandy 2018,"Nicolas Cage,Andrea Riseborough,Linus Roache,Ned Dennehy,Olwen Fouéré,Richard Brake,Bill Duke,Paul Painter,Hayley Saywell","Sep 14, 2018",120 minutes,NR,"Action & Adventure,Mystery & Suspense",Panos Cosmatos
https://www.rottentomatoes.com/m/time_trap,time trap,"Andrew Wilson,Cassidy Gifford,Brianne Howey,Reiley McClendon,Olivia Draguicevich","Nov 2, 2018",87 minutes,NR,"Action & Adventure,Science Fiction & Fantasy",Mark Dennis
https://www.rottentomatoes.com/m/galveston,galveston,"Ben Foster,Elle Fanning,Beau Bridges,Lili Reinhart,Robert Aramayo,Adepero Aduye,María Valverde,Jeffrey Grover,Christopher Amitrano,Mark Hicks,Michael Ray Escamilla,Jimmie Lee Sessoms,Peter King . G,Sean VonBuseck,CK McFarland,Don A. King,Michael John Lane,Rhonda Johnson Dents,Heidi Lewandowski","Oct 19, 2018",91 minutes,PG-13,"Action & Adventure,Drama",Mélanie Laurent
https://www.rottentomatoes.com/m/final_score_2018,final score 2018,"Dave Bautista,Pierce Brosnan,Ray Stevenson,Martyn Ford,Kamil Lemieszewski,Lara Peake","Sep 14, 2018",104 minutes,R (for strong violence and language throughout),"Action & Adventure,Drama",Scott Mann
https://www.rottentomatoes.com/m/blood_brother_2018,blood brother 2018,"Trey Songz,Jack Kesy,China Anne McClain,Lindsay Musil,Chelle Ramos,Hassan Johnson,Tanee McCall,Blaine Kern III,Tim J. Smith,Met Salih,Noëlle Renée Bercy,Rajeev Jacob,Cole Carter,Lisha Wheeler","Nov 30, 2018",85 minutes,"R (for strong violence, language throughout, some drug use and sexual content)","Action & Adventure,Drama",John Pogue
https://www.rottentomatoes.com/m/peppermint_2018,peppermint 2018,"Jennifer Garner,John Gallagher Jr.,John Ortiz,Method Man,Richard Cabral,Cabral Richards,Michael Mosley,Cailey Fleming,Ian Casselberry,Michael Reventar,Kyla-Drew Simmons,Gustavo Quiroz,John Boyd,Jeff Harlan,Chris Johnson,Randy Gonzalez,Robert Michael Adler,Christopher M. Campos,Sean Rosales,C.C. Taylor,Donnie Smith,Edilsy Vargas,Austin Hébert,Edwin Garcia,Arnold Chon,Willie Leong,Denney Pierce,George Crayton,Mario Cortez,Roland Feliciano,Charles F. Porter,Sam Upton,Lasaundra Gibson,Tate Birchmore,Nilla Watkins,Mel Fair,Markina Brown,Joy Benedict","Sep 7, 2018",102 minutes,R (for strong violence and language throughout),"Action & Adventure,Mystery & Suspense",Pierre Morel
https://www.rottentomatoes.com/m/axl,axl,"Alex Neustaedter,Becky G,Alex MacNicoll,Dominic Rains,Thomas Jane,Patricia De Leon,Dorian Kingi","Aug 24, 2018",98 minutes,"NR (for sci-fi action/peril, suggestive material, thematic elements and some language)","Action & Adventure,Kids & Family,Science Fiction & Fantasy",Oliver Daly
https://www.rottentomatoes.com/m/solis,solis,"Steven Ogg,Alice Lowe","Oct 26, 2018",93 minutes,NR,"Action & Adventure,Science Fiction & Fantasy",Carl Strathie
https://www.rottentomatoes.com/m/viking_destiny,viking destiny,"Martyn Ford,Paul Freeman,Ian Beattie,Terence Stamp,Anna Demetriou,Will Mellor,Stefan Demetriou,Victoria Broom","Oct 5, 2018",90 minutes,"R (for bloody violence, and some sexuality/nudity)","Action & Adventure,Science Fiction & Fantasy",David L.G. Hughes
https://www.rottentomatoes.com/m/the_last_sharknado_its_about_time,the last sharknado its about time,"Tara Reid,Ian Ziering,Vivica A. Fox,Billy the Kid,Cassandra Scerbo,Charles Hittinger",,120 minutes,NR,"Action & Adventure,Comedy,Horror,Television",Anthony C. Ferrante
https://www.rottentomatoes.com/m/river_runs_red,river runs red,"Taye Diggs,John Cusack,George Lopez,Luke Hemsworth,RJ Mitte,Gianni Capaldi","Nov 9, 2018",84 minutes,NR,"Action & Adventure,Mystery & Suspense",Wes Miller
https://www.rottentomatoes.com/m/intensive_care,intensive care,"Tara Macken,Jai Rodriguez,Kevin Sizemore,Jose Rosete,Leslie Easterbrook",,80 minutes,NR,Action & Adventure,Jared Bentley
https://www.rottentomatoes.com/m/sgt_will_gardner,sgt will gardner,"Max Martini,Omari Hardwick,Lily Rabe,Dermot Mulroney,Robert Patrick,JoBeth Williams,Luis Bordonada,Leo Martini ,Gary Sinise,Elisabeth Röhm,Holt McCallany","Jan 11, 2019",125 minutes,NR,"Action & Adventure,Drama",Max Martini
https://www.rottentomatoes.com/m/avengers_infinity_war,avengers infinity war,"Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Don Cheadle,Benedict Cumberbatch,Tom Holland (II),Chadwick Boseman,Zoe Saldana,Karen Gillan,Tom Hiddleston,Paul Bettany,Elizabeth Olsen,Anthony Mackie,Sebastian Stan,Idris Elba,Danai Gurira,Benedict Wong,Pom Klementieff,Dave Bautista,Vin Diesel,Bradley Cooper,Gwyneth Paltrow,Benicio Del Toro,Josh Brolin,Chris Pratt,William Hurt,Letitia Wright,Winston Duke","Apr 27, 2018",156 minutes,"PG-13 (for intense sequences of sci-fi violence and action throughout, language and some crude references)","Action & Adventure,Science Fiction & Fantasy",Anthony Russo
https://www.rottentomatoes.com/m/solo_a_star_wars_story,solo a star wars story,"Alden Ehrenreich,Joonas Suotamo,Woody Harrelson,Emilia Clarke,Donald Glover,Thandie Newton,Phoebe Waller-Bridge,Paul Bettany,Linda Hunt","May 25, 2018",,PG-13 (for sequences of sci-fi action/violence),"Action & Adventure,Drama,Science Fiction & Fantasy",Ron Howard
https://www.rottentomatoes.com/m/jurassic_world_fallen_kingdom,jurassic world fallen kingdom,"Chris Pratt,Bryce Dallas Howard,Rafe Spall,Justice Smith,Daniella Pineda,James Cromwell,Toby Jones,Ted Levine,B.D. Wong,Isabella Sermon,Geraldine Chaplin,Jeff Goldblum","Jun 22, 2018",129 minutes,PG-13 (for intense sequences of science-fiction violence and peril),"Action & Adventure,Drama,Science Fiction & Fantasy",J.A. Bayona
https://www.rottentomatoes.com/m/ant_man_and_the_wasp,ant man and the wasp,"Paul Rudd,Evangeline Lilly,Michael Peña,Walton Goggins,Bobby Cannavale,Judy Greer,T.I.,David Dastmalchian,Hannah John-Kamen,Abby Ryder Fortson,Randall Park,Michelle Pfeiffer,Laurence Fishburne,Michael Douglas","Jul 6, 2018",118 minutes,PG-13 (for some sci-fi action violence),"Action & Adventure,Comedy,Science Fiction & Fantasy",Peyton Reed
https://www.rottentomatoes.com/m/oceans_8,oceans 8,"Sandra Bullock,Cate Blanchett,Anne Hathaway,Helena Bonham Carter,Mindy Kaling,Rihanna,Sarah Paulson,Awkwafina,Richard Armitage","Jun 8, 2018",110 minutes,"PG-13 (for language, drug use, and some suggestive content)","Action & Adventure,Comedy",Gary Ross
https://www.rottentomatoes.com/m/deadpool_2,deadpool 2,"Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,Zazie Beetz,T.J. Miller,Brianna Hildebrand,Karan Soni,Leslie Uggams,Eddie Marsan,Jack Kesy,Bill Skarsgård,Terry Crews,Lewis Tan,Rob Delaney","May 18, 2018",119 minutes,"R (for strong violence and language throughout, sexual references and brief drug material)","Action & Adventure,Comedy",David Leitch
https://www.rottentomatoes.com/m/the_leisure_seeker,the leisure seeker,"Helen Mirren,Donald Sutherland,Kirsty Mitchell,Joshua Mikel,Christian McKay","Mar 9, 2018",112 minutes,R (for some sexual material),"Action & Adventure,Drama,Romance",Paolo Virzì
https://www.rottentomatoes.com/m/sicario_day_of_the_soldado,sicario day of the soldado,"Benicio Del Toro,Josh Brolin,Isabela Moner,Jeffrey Donovan,Manuel Garcia-Rulfo,Catherine Keener,Matthew Modine,Shea Whigham,Jake Picking,Ian Bohen,Bruno Bichir","Jun 29, 2018",122 minutes,"R (for strong violence, bloody images, and language)","Action & Adventure,Drama",Stefano Sollima
https://www.rottentomatoes.com/m/isle_of_dogs_2018,isle of dogs 2018,"Bryan Cranston,Edward Norton,Bill Murray,Jeff Goldblum,Scarlett Johansson,Tilda Swinton,Greta Gerwig,Bob Balaban,Harvey Keitel,Fisher Stevens,Liev Schreiber,F. Murray Abraham,Frank Wood,Yoko Ono,Courtney B. Vance","Apr 13, 2018",101 minutes,PG-13 (for thematic elements and some violent images),"Action & Adventure,Animation,Comedy",Wes Anderson
https://www.rottentomatoes.com/m/action_point,action point,"Johnny Knoxville,Aidan Whytock,Joe Vaz,Leon Clingman,Matthew Peterson","Jun 1, 2018",,"R (for crude sexual content, language, drug use, teen drinking, and brief graphic nudity)","Action & Adventure,Comedy",Tim Kirkby
https://www.rottentomatoes.com/m/a_prayer_before_dawn_2017,a prayer before dawn 2017,"Joe Cole,Vithaya Pansringarm,Panya Yimmumphai,Nicolas Shake,Pornchanok Mabklang","Aug 10, 2018",116 minutes,"R (for strong violence including a brutal rape sequence, drug use and language throughout, some sexual content and nudity)","Action & Adventure,Art House & International",Jean-Stéphane Sauvaire
https://www.rottentomatoes.com/m/skyscraper_2018,skyscraper 2018,"Dwayne Johnson,Neve Campbell,Chin Han,Noah Taylor,Roland Møller,Byron Mann,Pablo Schreiber,Hannah Quinlivan","Jul 13, 2018",103 minutes,"PG-13 (for sequences of gun violence and action, and for brief strong language)","Action & Adventure,Drama",Rawson Marshall Thurber
https://www.rottentomatoes.com/m/revenge_2018,revenge 2018,"Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède","May 11, 2018",108 minutes,"R (for strong bloody gruesome violence, a rape, sexuality, graphic nudity, drug use and language)","Action & Adventure,Mystery & Suspense",Coralie Fargeat
https://www.rottentomatoes.com/m/the_little_vampire_3d,the little vampire 3d,"Jim Carter,Rasmus Hardiker,Alice Krige,Tim Pigott-Smith,Miriam Margolyes,Matthew Marsh,Joseph Kloska,Phoebe Givron-Taylor",,82 minutes,NR,"Action & Adventure,Animation,Art House & International,Comedy",Richard Claus
https://www.rottentomatoes.com/m/bleeding_steel,bleeding steel,"Jackie Chan,Show Lo,Na-Na OuYang,Erica Xia-Hou,Callan Mulvey,Tess Haubrich,Kaitlyn Boyé,Damien Garvey,Henry Miller,Kim Gyngell,Olga Miller,Brahim Achabbakhe,Temur Mamisashvili,Aaron Scully,Amanda Hedges,Rhys Johnson,Isabelle Wojciechowska,Murray Clive Walker,Mathieu Urbain Fernand Jaquet,Brendan Byrne,Anthony Gavard,Sammy The Dwarf","Jul 6, 2018",110 minutes,R (for violence and some language),"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy",Leo Zhang
https://www.rottentomatoes.com/m/black_water_2018,black water 2018,"Jean-Claude Van Damme,Dolph Lundgren,Patrick Kilpatrick,Al Sapienza,JB Sapienza,Kris Van Damme,Mark Sherman","Jun 29, 2018",104 minutes,R (for violence and language),Action & Adventure,Pasha Patriki
https://www.rottentomatoes.com/m/superfly_2018,superfly 2018,"Trevor Jackson,Michael Kenneth Williams,Lex Scott Davis,Jennifer Morrison,Andrea Londo,Jacob Ming-Trent,Allen Maldonado,Terayle Hill,Omar Chaparro","Jun 13, 2018",108 minutes,"R (for violence and language throughout, strong sexuality, nudity, and drug content.)","Action & Adventure,Drama,Mystery & Suspense",Director X.
https://www.rottentomatoes.com/m/upgrade_2018,upgrade 2018,"Logan Marshall-Green,Betty Gabriel,Harrison Gilbertson,Benedict Hardie,Simon Maiden,Michael M. Foster,Belén Rueda,Marián Álvarez,Iván Mendes,Manolo Cardona,Nick Devlin,Florín Opritescu,Alfredo Araoz,Armando Jerez,Djédjé Apali,Malcolm Sitté,Bella Agossou,Maria Luisa Mayol,Ramón Barea,Santiago Adan,Astrid Jones,Santiago Adano,Rafa Rojas-Díez,Tim Verardi,Rafa Rojas,Yael Belicha","Jun 1, 2018",95 minutes,"R (for strong violence, grisly images, and language)","Action & Adventure,Horror,Science Fiction & Fantasy",Leigh Whannell
https://www.rottentomatoes.com/m/operation_red_sea,operation red sea,"Yi Zhang,Du Jiang,Johnny Huang,Hai-Qing,Luxia Jiang,Fang Ying,Yutian Wang,Jiahao Guo,Henry Prince Mak","Feb 23, 2018",141 minutes,NR,Action & Adventure,Dante Lam
https://www.rottentomatoes.com/m/a_wizards_tale,a wizards tale,"Toby Kebbell,Lily Collins,Ian McShane,Mauricio Barrientos,Camila Sodi","Sep 14, 2018",,NR,"Action & Adventure,Animation,Comedy",Andrés Couturier
https://www.rottentomatoes.com/m/heavy_trip,heavy trip,"Johannes Holopainen,Minka Kuustonen,Ville Tiihonen,Max Ovaska,Samuli Jaskio,Antti Heikkinen,Chike Ohanwe,Kai Lehtinen,Martti Syrjä,Torstein Bjørklund,Pirjo Lonka,Pertti Sveholm,Rune Temte","Oct 5, 2018",91 minutes,NR,"Action & Adventure,Art House & International,Comedy,Romance",Jukka Vidgren
https://www.rottentomatoes.com/m/hotel_artemis,hotel artemis,"Jodie Foster,Sterling K. Brown,Sofia Boutella,Jeff Goldblum,Brian Tyree Henry,Jenny Slate,Zachary Quinto,Charlie Day,Dave Bautista","Jun 8, 2018",97 minutes,"R (for violence and language throughout, some sexual references, and brief drug use)","Action & Adventure,Mystery & Suspense",Drew Pearce
https://www.rottentomatoes.com/m/reprisal_2018,reprisal 2018,"Bruce Willis,Frank Grillo,Johnathon Schaech,Olivia Culpo,Natali Yura","Aug 31, 2018",89 minutes,R (for violence and language),"Action & Adventure,Mystery & Suspense",Brian A. Miller
https://www.rottentomatoes.com/m/211,211,"Nicolas Cage,Sophie Skelton,Michael Rainey Jr.,Amanda Cerny,Dwayne Cameron,Cory Hardrict,Ori Pfeffer,Weston Cage,Alexandra Dinu","Jun 8, 2018",83 minutes,R (for violence and language throughout),"Action & Adventure,Drama",York Alec Shackleton
https://www.rottentomatoes.com/m/distorted,distorted,"Christina Ricci,John Cusack,Brendan Fletcher,Nicole Anthony,Vicellous Reon Shannon","Jun 22, 2018",,R (for some violence and disturbing images),"Action & Adventure,Mystery & Suspense",Rob W. King
https://www.rottentomatoes.com/m/how_it_ends,how it ends,"Theo James,Forest Whitaker,Kat Graham,Kerry Bishé,Nicole Ari Parker,Grace Dove Syme","Jul 13, 2018",,NR,"Action & Adventure,Science Fiction & Fantasy",David M. Rosenthal
https://www.rottentomatoes.com/m/i_am_vengeance_2018,i am vengeance 2018,"Stu Bennett,Anna Shaffer,Bryan Larkin,Kevin Leslie,Gary Daniels,Keith Allen,Mark Griffin","Aug 24, 2018",93 minutes,"R (for violence and language throughout, drug use, and a brief nude image)","Action & Adventure,Mystery & Suspense",Ross Boyask
https://www.rottentomatoes.com/m/bleach_2018,bleach 2018,"Miyavi,Hana Sugisaki,Sôta Fukushi,Taichi Saotome,Erina Mano","Sep 14, 2018",108 minutes,NR,"Action & Adventure,Art House & International,Science Fiction & Fantasy",Shinsuke Sato
https://www.rottentomatoes.com/m/better_start_running,better start running,"Analeigh Tipton,Maria Bello,Jane Seymour,Jeremy Irons,Edi Gathegi,Karan Soni,Alex Sharp,Chad Faust,Chloe Catherine Kim,Emily Fitz,Sandhya Chandel,Carly Tamborski,Anita Farmer Bergman,Jerry Pope","Oct 12, 2018",92 minutes,NR,"Action & Adventure,Comedy",Brett Simon
https://www.rottentomatoes.com/m/maximum_impact_2018,maximum impact 2018,"Alexander Nevsky,Kelly Hu,Alphonso McAuley,Tom Arnold,William Baldwin,Danny Trejo,Eric Roberts","Sep 28, 2018",110 minutes,NR,"Action & Adventure,Comedy",Andrzej Bartkowiak
https://www.rottentomatoes.com/m/american_dresser,american dresser,"Gina Gershon,Keith David,Tom Berenger,Jeff Fahey,Bruce Dern,Carmine Cangialosi","Sep 21, 2018",97 minutes,NR,"Action & Adventure,Drama",Carmine Cangialosi
https://www.rottentomatoes.com/m/next_gen,next gen,,"Sep 7, 2018",90 minutes,NR,"Action & Adventure,Animation",
https://www.rottentomatoes.com/m/pacific_rim_uprising,pacific rim uprising,"John Boyega,Scott Eastwood,Tian Jing,Cailee Spaeny,Rinko Kikuchi,Burn Gorman,Adria Arjona,Charlie Day,Dustin Clare,Karan Brar,Shyrley Rodriguez,Nick E. Tarabay,Daniel Feuerriegel,Levi Meaden,Bridger Zadina,Rahart Adams,Ivanna Sakhno,Madeleine McGraw,Jaime Slater,Mackenyu,Lily Ji,Jin Zhang,Samantha Jean,Tim Johnson Jr.,Tim Johnson Jr.,Westley Wong,Marisa Lamonica,Ellen McLain,Jasper Bagg,Angie Tricker,Jai Day,Sam Kalidi,Yingying Lang,Nick Satriano,Mona Rhys,Akira Fujii,Amanda Benson,Daniel Millar,Karim Zreika,Jip Panosot,Allen Chenu,Alice Chen,Luke Owen,Tor Dollhouse,Yongchen Qian,Rajeev Pahuja,Jim Punnett,Charles Napoleon An,Marco Sinigaglia,Jeffrey Mercado-Libunao,Anna Ladner,Kyle Whalley,Karen Gould,Charles Bail,Charles Bai,George Mulis,Chen Zitong,Jessica Gould,Michael McHugh,Wayne Huang,Dan MurfeeDee Murphy,Gunbold Gunnar Bold,Frazer Ruddick,Zeppelin Hamilton,Bruce Guo,John Jumane,Sharon Parkes","Mar 23, 2018",111 minutes,"PG-13 (for sequences of sci-fi violence and action, and some language)","Action & Adventure,Drama,Science Fiction & Fantasy",Steven S. DeKnight
