,id1,id2
821,2192,411
822,2198,2450
823,2198,1951
824,2201,2262
825,2201,2838
826,221,2697
827,221,2284
828,221,2184
829,221,2452
830,221,2073
831,221,2243
832,221,2789
833,221,2208
834,221,2876
835,221,2492
836,221,214
837,221,2035
838,221,1429
839,221,206
840,221,1469
841,221,1210
842,221,26
843,221,1094
844,221,1117
845,221,71
846,221,1843
847,2210,514
848,2216,57
849,2216,2269
850,2219,1606
851,2219,1428
852,2225,2820
853,2228,2255
854,224,107
855,224,506
856,224,2954
857,224,2317
858,2240,2921
859,2243,681
860,2246,1266
861,2249,2114
862,2249,2269
863,2261,2782
864,2264,1449
865,227,1901
866,227,2664
867,227,2667
868,227,2510
869,227,2284
870,2270,3097
871,2273,1569
872,2273,2276
873,2276,2567
874,2282,968
875,2285,945
876,2285,2269
877,2285,2121
878,2291,1250
879,2294,2224
880,23,2697
881,23,3087
882,23,2364
883,23,1662
884,23,29
885,23,502
886,23,1712
887,230,88
888,230,2978
889,230,2467
890,230,2248
891,230,2211
892,2303,1097
893,2306,439
894,2312,2468
895,2315,968
896,2321,1004
897,2321,672
898,2321,846
899,2324,1163
900,2324,2269
901,2327,539
902,2327,1910
903,2330,2398
904,2333,597
905,2336,871
906,2345,973
907,2351,1412
908,2357,2017
909,236,1954
910,236,241
911,2360,1488
912,2363,1205
913,2363,3038
914,2366,1418
915,2369,1089
916,2372,2631
917,2375,275
918,2378,2393
919,2381,934
920,2384,2269
921,2384,3038
922,239,1388
923,239,2697
924,239,2474
925,239,2589
926,2399,1143
927,2402,1086
928,2408,885
929,2411,1264
930,2411,1549
931,2411,1629
932,2417,973
933,2417,1204
934,2417,2617
935,242,3082
936,242,3069
937,242,3024
938,242,438
939,242,1147
940,242,929
941,2420,2030
942,2423,2153
943,2426,3003
944,2426,1218
945,2429,1409
946,2432,540
947,2435,3097
948,2435,1461
949,2438,1101
950,2441,2420
951,2444,1205
952,2447,973
953,2447,1204
954,2447,2617
955,245,1388
956,2453,3038
957,2456,2021
958,2462,156
959,2465,1402
960,2465,2171
961,2465,2991
962,2468,473
963,2477,1608
964,248,2625
965,248,2389
966,248,2089
967,2480,1138
968,2480,1887
969,2483,1171
970,2483,2207
971,2492,421
972,2492,598
973,2495,1619
974,2498,205
975,2498,1960
976,2507,1608
977,251,3082
978,2510,1677
979,2513,2738
980,2519,2425
981,2528,866
982,2531,1030
983,2537,1088
984,2540,985
985,2543,2006
986,2546,1426
987,2546,1400
988,2552,497
989,2555,276
990,2558,1668
991,2558,3097
992,2567,1493
993,2567,1899
994,2567,2114
995,257,292
996,257,512
997,257,1580
998,257,2721
999,2570,2165
1000,2570,1806
1001,2573,2127
1002,2576,2458
1003,2576,869
1004,2576,1138
1005,2579,1899
1006,2579,1552
1007,2579,2114
1008,2582,3012
1009,2582,2498
1010,2591,479
1011,2591,212
1012,2597,1148
1013,26,2735
1014,26,2261
1015,26,454
1016,26,1207
1017,26,1286
1018,260,1358
1019,260,187
1020,260,1580
1021,260,808
1022,260,1954
1023,260,2710
1024,260,3065
1025,2600,1597
1026,2600,440
1027,2600,1750
1028,2603,1757
1029,2609,2487
1030,2609,2269
1031,2612,1552
1032,2612,1899
1033,2612,2114
1034,2615,2949
1035,2627,524
1036,263,74
1037,263,188
1038,263,2228
1039,263,3065
1040,2630,1506
1041,2633,2269
1042,2633,1552
1043,2633,1205
1044,2639,2838
1045,2642,733
1046,2645,2094
1047,2648,734
1048,2657,652
1049,266,959
1050,2660,1174
1051,2660,2121
1052,2660,2269
1053,2663,1575
1054,2666,801
1055,2669,627
1056,2669,729
1057,2669,684
1058,2672,2410
1059,2675,2269
1060,2687,1691
1061,269,397
1062,269,393
1063,269,241
1064,269,341
1065,269,2158
1066,2690,954
1067,2693,1749
1068,2693,2351
1069,2693,2473
1070,2702,1176
1071,2702,141
1072,2705,239
1073,2708,109
1074,272,2317
1075,272,2492
1076,272,2589
1077,272,2697
1078,272,2758
1079,272,2208
1080,272,2452
1081,272,2256
1082,272,3065
1083,272,1388
1084,272,1348
1085,272,1358
1086,272,763
1087,272,1313
1088,272,410
1089,272,1843
1090,272,1885
1091,272,393
1092,2720,2132
1093,2720,2003
1094,2723,1114
1095,2726,1148
1096,2726,1505
1097,2729,3097
1098,2729,521
1099,2732,1644
1100,2732,2092
1101,2738,2853
1102,2738,2026
1103,2738,1738
1104,2741,1972
1105,2744,484
1106,2744,609
1107,2744,2838
1108,2747,2493
1109,2747,973
1110,2747,1266
1111,275,1358
1112,275,1388
1113,275,170
1114,275,393
1115,275,1348
1116,275,1843
1117,275,2697
1118,275,2758
1119,275,2664
1120,275,2452
1121,275,2492
1122,275,2589
1123,2753,373
1124,2756,711
1125,2756,671
1126,2762,976
1127,278,2452
1128,278,2758
1129,278,2492
1130,278,2697
1131,278,2208
1132,278,1388
1133,278,393
1134,278,1843
1135,278,1348
1136,278,410
1137,2783,1360
1138,2795,745
1139,2798,1222
1140,2801,1866
1141,281,1239
1142,281,1954
1143,281,1617
1144,281,1607
1145,281,1610
1146,281,1154
1147,281,3065
1148,2813,1657
1149,2816,136
1150,2819,228
1151,2819,268
1152,2825,654
1153,2828,2513
1154,2831,2929
1155,2831,2741
1156,2831,2254
1157,284,1617
1158,284,393
1159,284,1607
1160,284,1348
1161,284,1843
1162,284,1954
1163,284,1500
1164,284,2208
1165,284,2589
1166,284,2492
1167,284,2697
1168,284,2758
1169,2840,2003
1170,2843,745
1171,2843,2255
1172,2846,942
1173,2846,1770
1174,2849,560
1175,2852,1639
1176,2855,1497
1177,2858,1225
1178,2861,1862
1179,2867,3040
1180,2876,941
1181,2876,3097
1182,2879,932
1183,2879,1241
1184,2879,964
1185,2882,1172
1186,2882,1599
1187,2885,191
1188,2888,1809
1189,2891,225
1190,2891,147
1191,2894,2026
1192,2894,2039
1193,2894,2853
1194,2897,1396
1195,2897,1420
1196,29,3
1197,29,1359
1198,29,2856
1199,29,2547
1200,290,22
1201,2906,347
1202,2909,1329
1203,2912,2976
1204,2918,816
1205,2918,957
1206,2924,2223
1207,2924,1166
1208,2927,1409
1209,2927,1768
1210,293,393
1211,293,1843
1212,293,1954
1213,293,1348
1214,293,1388
1215,293,2452
1216,293,2965
1217,293,2208
1218,293,2758
1219,293,2492
1220,293,2697
1221,293,2589
1222,2933,1396
1223,2933,1420
1224,2936,1230
1225,2936,1249
1226,2942,942
1227,2945,2166
1228,2948,977
1229,2951,2070
1230,2954,1597
1231,2954,903
1232,2966,3019
1233,2969,1962
1234,2969,1641
1235,2972,1403
1236,2981,441
1237,2984,1232
1238,2984,1516
1239,2987,1389
1240,299,393
1241,299,644
1242,2993,1879
1243,3002,653
1244,3005,1010
1245,3011,123
1246,3014,978
1247,3014,1767
1248,3014,1651
1249,3014,2719
1250,302,3082
1251,302,3065
1252,302,393
1253,302,1955
1254,302,427
1255,302,1617
1256,302,1607
1257,3020,2403
1258,3023,1551
1259,3023,1713
1260,3026,356
1261,3029,1740
1262,3038,893
1263,3044,3097
1264,305,1485
1265,305,1032
1266,3050,1696
1267,3050,1271
1268,3053,865
1269,3056,1302
1270,3059,1916
1271,3071,2223
1272,3071,1886
1273,3077,1263
1274,3077,1150
1275,308,2208
1276,308,3065
1277,308,2758
1278,308,2492
1279,308,2697
1280,308,2589
1281,308,1617
1282,308,1607
1283,308,1348
1284,308,393
1285,308,1388
1286,308,1843
1287,3080,673
1288,3083,226
1289,3086,1710
1290,3089,865
1291,3092,2854
1292,3098,2191
1293,3101,500
1294,3104,2125
1295,3104,2437
1296,3104,1131
1297,311,1239
1298,3110,2670
1299,3110,3097
1300,3110,846
1301,3110,919
1302,3113,1181
1303,3113,1635
1304,3116,2636
1305,3116,1000
1306,3119,309
1307,3122,2477
1308,3122,1948
1309,3122,1666
1310,3125,1605
1311,3128,1529
1312,3137,500
1313,314,2208
1314,314,2758
1315,314,2492
1316,314,2697
1317,314,2211
1318,314,1843
1319,314,1348
1320,314,393
1321,314,1388
1322,314,1954
1323,3140,126
1324,3143,1285
1325,3146,434
1326,3149,913
1327,3155,1183
1328,3158,1038
1329,3158,1741
1330,317,615
1331,317,1348
1332,317,1843
1333,317,1236
1334,317,867
1335,317,1388
1336,317,1104
1337,317,393
1338,317,2758
1339,317,2697
1340,317,2452
1341,317,2492
1342,317,2589
1343,3170,1196
1344,3173,1673
1345,3176,1409
1346,3179,691
1347,3182,363
1348,3185,1318
1349,3185,1377
1350,3188,225
1351,3188,846
1352,3188,147
1353,3191,1532
1354,3191,973
1355,3191,1356
1356,3194,498
1357,3194,991
1358,3194,1266
1359,32,3065
1360,32,2710
1361,32,2213
1362,32,1
1363,32,1607
1364,32,78
1365,32,7
1366,32,62
1367,32,1610
1368,320,3097
1369,320,2787
1370,3200,365
1371,3203,2838
1372,3203,968
1373,3206,363
1374,3209,990
1375,3209,1256
1376,3218,1365
1377,3218,973
1378,3218,1266
1379,3218,1646
1380,3218,1486
1381,3224,2995
1382,3224,2729
1383,323,1502
1384,323,2350
1385,323,2547
1386,323,2167
1387,323,2894
1388,3230,1211
1389,3239,2327
1390,3239,973
1391,3239,1409
1392,3242,2719
1393,3242,2138
1394,3242,1651
1395,3242,978
1396,3242,1767
1397,3245,2995
1398,326,1607
1399,326,1617
1400,326,1843
1401,326,1388
1402,326,1954
1403,326,393
1404,326,1348
1405,326,2758
1406,326,2492
1407,326,3065
1408,326,2697
1409,326,2452
1410,326,2208
1411,329,22
1412,332,2697
1413,332,1712
1414,335,1348
1415,335,213
1416,335,965
1417,335,1843
1418,335,404
1419,335,1388
1420,335,1954
1421,335,393
1422,335,209
1423,335,2452
1424,335,2208
1425,335,2758
1426,335,2697
1427,335,2737
1428,335,2492
1429,335,2397
1430,335,2364
1431,338,2967
1432,338,2044
1433,338,83
1434,338,1358
1435,338,1901
1436,341,1227
1437,344,1843
1438,344,1348
1439,344,393
1440,344,1954
1441,344,1388
1442,344,2589
1443,344,2208
1444,344,2452
1445,344,2965
1446,344,2697
1447,344,2492
1448,344,2758
1449,347,2228
1450,347,2721
1451,347,1381
1452,347,1650
1453,347,1388
1454,35,2452
1455,35,2649
1456,35,2876
1457,35,2184
1458,35,2492
1459,35,2243
1460,35,2758
1461,35,2073
1462,35,2208
1463,35,2789
1464,35,393
1465,35,707
1466,35,1094
1467,35,71
1468,35,1348
1469,35,1117
1470,35,467
1471,35,45
1472,35,178
1473,35,579
1474,35,1469
1475,35,1358
1476,35,1954
1477,35,808
1478,35,1995
1479,35,44
1480,35,26
1481,35,2035
1482,35,332
1483,35,1580
1484,35,206
1485,35,1843
1486,35,1390
1487,35,1429
1488,35,1210
1489,35,286
1490,353,2492
1491,353,2089
1492,353,2317
1493,353,2697
1494,353,2452
1495,353,2758
1496,353,2589
1497,353,2954
1498,353,98
1499,353,943
1500,353,247
1501,353,1954
1502,353,1388
1503,356,2744
1504,356,2721
1505,356,943
1506,356,314
1507,359,943
1508,359,341
1509,362,1105
1510,365,2317
1511,365,2954
1512,365,944
1513,368,2231
1514,371,943
1515,374,135
1516,377,1388
1517,377,1954
1518,377,943
1519,377,2589
1520,377,2201
1521,377,2452
1522,377,2758
1523,377,2492
1524,377,2697
1525,38,1117
1526,38,332
1527,38,1469
1528,38,393
1529,38,71
1530,38,1429
1531,38,1348
1532,38,1094
1533,38,707
1534,38,1210
1535,38,44
1536,38,467
1537,38,26
1538,38,1390
1539,38,579
1540,38,1843
1541,38,2035
1542,38,206
1543,38,178
1544,38,2789
1545,38,2073
1546,38,2452
1547,38,2649
1548,38,2243
1549,38,2208
1550,38,2492
1551,38,2589
1552,38,2697
1553,38,2758
1554,38,2876
1555,38,2184
1556,380,1954
1557,380,1027
1558,383,1071
1559,383,1022
1560,383,2211
1561,383,3060
1562,386,119
1563,386,69
1564,386,3065
1565,386,2467
1566,386,2721
1567,389,2452
1568,389,2105
1569,389,2967
1570,392,371
1571,392,807
1572,392,943
1573,392,476
1574,395,1954
1575,395,1388
1576,395,790
1577,395,2452
1578,395,2758
1579,395,2846
1580,395,2492
1581,395,2697
1582,395,2589
1583,401,1498
1584,401,1954
1585,401,2492
1586,401,2589
1587,401,2758
1588,401,2452
1589,401,2697
1590,404,1992
1591,404,2589
1592,404,2663
1593,41,197
1594,41,2044
1595,41,3
1596,41,3018
1597,410,943
1598,410,2330
1599,410,2965
1600,416,1468
1601,416,1986
1602,416,1617
1603,416,2248
1604,416,2540
1605,416,3065
1606,416,2467
1607,419,186
1608,419,1954
1609,419,2577
1610,422,2894
1611,425,2231
1612,425,2577
1613,428,943
1614,428,620
1615,434,1462
1616,434,685
1617,434,2954
1618,437,1617
1619,437,3065
1620,437,2837
1621,44,413
1622,440,943
1623,440,1689
1624,443,1704
1625,443,2248
1626,443,2467
1627,446,1323
1628,446,943
1629,452,1388
1630,452,417
1631,452,2697
1632,452,2589
1633,452,2474
1634,455,2975
1635,455,701
1636,455,200
1637,455,918
1638,458,176
1639,464,943
1640,467,1824
1641,467,943
1642,47,2577
1643,47,1192
1644,476,2577
1645,479,2378
1646,485,2576
1647,485,299
1648,485,943
1649,485,690
1650,488,132
1651,488,1388
1652,488,943
1653,488,2697
1654,488,2474
1655,488,2589
1656,491,426
1657,491,216
1658,494,2697
1659,494,2589
1660,494,2474
1661,494,1579
1662,494,1388
1663,497,1617
1664,497,3084
1665,5,2517
1666,5,1676
1667,5,393
1668,5,193
1669,5,480
1670,5,438
1671,5,635
1672,50,2667
1673,50,1359
1674,50,1109
1675,503,2248
1676,503,2397
1677,503,2467
1678,503,2986
1679,503,965
1680,506,2480
1681,509,1617
1682,509,1388
1683,509,2697
1684,509,2589
1685,509,2474
1686,512,2572
1687,515,2697
1688,515,2474
1689,515,2589
1690,515,943
1691,515,253
1692,515,300
1693,515,1388
1694,518,364
1695,518,943
1696,518,1617
1697,518,2231
1698,521,2721
1699,521,2975
1700,521,74
1701,521,943
1702,521,188
1703,521,1617
1704,524,2308
1705,524,2509
1706,53,1357
1707,53,94
1708,53,979
1709,53,1429
1710,533,1388
1711,533,2474
1712,533,2697
1713,533,2589
1714,536,2613
1715,536,943
1716,539,2259
1717,548,943
1718,548,556
1719,548,2721
1720,551,943
1721,551,588
1722,554,428
1723,554,1388
1724,554,2474
1725,557,1388
1726,557,943
1727,557,2474
1728,56,1376
1729,56,454
1730,56,1367
1731,56,1482
1732,560,841
1733,560,1361
1734,560,1388
1735,560,2589
1736,560,2697
1737,560,2474
1738,563,2697
1739,563,2474
1740,563,1388
1741,563,943
1742,566,1778
1743,566,2233
1744,566,2694
1745,572,341
1746,572,319
1747,572,397
1748,572,1021
1749,572,2089
1750,572,2518
1751,572,2158
1752,572,2474
1753,572,2589
1754,572,2697
1755,575,1926
1756,581,40
1757,581,943
1758,581,117
1759,581,1388
1760,584,1992
1761,584,765
1762,587,2158
1763,587,528
1764,587,341
1765,590,2478
1766,590,2721
1767,590,545
1768,590,1388
1769,593,1388
1770,593,943
1771,593,2474
1772,596,943
1773,596,2474
1774,596,2596
1775,599,2248
1776,602,1986
1777,602,2467
1778,602,2248
1779,602,2744
1780,608,148
1781,608,943
1782,608,223
1783,611,943
1784,611,433
1785,614,476
1786,614,943
1787,614,807
1788,617,799
1789,617,943
1790,620,2658
1791,623,1096
1792,623,781
1793,623,2397
1794,626,375
1795,629,1388
1796,629,2474
1797,632,1388
1798,632,1439
1799,632,2474
1800,638,2000
1801,641,2432
1802,647,2965
1803,647,1223
1804,647,943
1805,647,616
1806,65,1095
1807,65,1954
1808,65,21
1809,65,1239
1810,65,2577
1811,65,3031
1812,650,2248
1813,650,2474
1814,650,1388
1815,650,1374
1816,653,125
1817,653,1388
1818,653,2177
1819,653,2474
1820,653,2146
1821,656,2248
1822,656,2231
1823,656,400
1824,662,2474
1825,662,2164
1826,662,319
1827,662,1388
1828,665,2397
1829,668,2734
1830,668,2245
1831,668,1814
1832,677,1810
1833,677,326
1834,68,2697
1835,68,3065
1836,68,502
1837,68,1712
1838,68,1885
1839,680,2474
1840,680,324
1841,680,1754
1842,680,943
1843,680,1388
1844,680,642
1845,683,943
1846,689,2474
